Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HC,AC,HF,AF,HY,AY,HR,AR,Referee,PSCH,PSCD,PSCA,liga,temporada,xG_casa,xG_fora
SP1,2023-04-01,Cadiz,Sevilla,0,2,A,8.0,4.0,9.0,14.0,3.0,4.0,0.0,0.0,,3.53,3.11,2.39,La Liga,2223,0.691241,1.72869
SP1,2023-04-01,Elche,Barcelona,0,4,A,11.0,3.0,11.0,11.0,0.0,3.0,0.0,0.0,,11.39,5.64,1.31,La Liga,2223,0.508304,1.61804
SP1,2023-04-02,Celta,Almeria,2,2,D,4.0,1.0,13.0,12.0,3.0,5.0,0.0,0.0,,1.52,4.58,6.69,La Liga,2223,2.13933,1.23651
SP1,2023-04-02,Real Madrid,Valladolid,6,0,H,9.0,1.0,17.0,11.0,0.0,1.0,0.0,0.0,,1.19,8.12,15.0,La Liga,2223,4.82721,0.719567
SP1,2023-04-02,Villarreal,Sociedad,2,0,H,4.0,4.0,12.0,19.0,5.0,3.0,1.0,0.0,,2.65,3.12,3.08,La Liga,2223,2.80501,0.912497
SP1,2023-04-02,Ath Madrid,Betis,1,0,H,5.0,1.0,20.0,11.0,1.0,2.0,0.0,0.0,,1.41,4.7,9.64,La Liga,2223,1.70131,0.371436
SP1,2023-04-03,Valencia,Vallecano,1,1,D,13.0,3.0,15.0,16.0,2.0,3.0,0.0,0.0,,2.1,3.3,4.11,La Liga,2223,2.71116,0.645345
SP1,2023-04-07,Sevilla,Celta,2,2,D,8.0,3.0,11.0,9.0,6.0,2.0,2.0,0.0,,2.44,3.19,3.35,La Liga,2223,0.475247,0.611169
SP1,2023-04-08,Osasuna,Elche,2,1,H,9.0,2.0,15.0,7.0,1.0,3.0,0.0,0.0,,1.82,3.59,5.11,La Liga,2223,1.68972,0.657812
SP1,2023-04-08,Espanol,Ath Bilbao,1,2,A,8.0,7.0,14.0,18.0,6.0,4.0,1.0,0.0,,4.12,3.22,2.13,La Liga,2223,1.16752,2.73876
SP1,2023-04-08,Sociedad,Getafe,2,0,H,3.0,2.0,11.0,9.0,2.0,1.0,0.0,0.0,,1.77,3.38,6.13,La Liga,2223,2.1178,0.243923
SP1,2023-04-08,Real Madrid,Villarreal,2,3,A,6.0,7.0,8.0,19.0,0.0,3.0,0.0,0.0,,1.51,4.9,6.29,La Liga,2223,2.23296,1.24489
SP1,2023-04-09,Valladolid,Mallorca,3,3,D,1.0,2.0,13.0,20.0,3.0,5.0,0.0,0.0,,2.59,2.94,3.39,La Liga,2223,0.948859,1.98329
SP1,2023-04-09,Betis,Cadiz,0,2,A,5.0,6.0,18.0,16.0,3.0,3.0,2.0,0.0,,1.7,3.79,5.75,La Liga,2223,1.58835,2.85597
SP1,2023-04-09,Almeria,Valencia,2,1,H,3.0,7.0,11.0,11.0,3.0,2.0,0.0,0.0,,3.48,3.48,2.23,La Liga,2223,1.49927,1.08869
SP1,2023-04-09,Vallecano,Ath Madrid,1,2,A,8.0,2.0,8.0,7.0,0.0,0.0,1.0,0.0,,5.02,3.47,1.86,La Liga,2223,0.564426,2.36535
SP1,2023-04-10,Barcelona,Girona,0,0,D,12.0,2.0,14.0,14.0,0.0,2.0,0.0,0.0,,1.33,5.79,9.66,La Liga,2223,1.05077,0.491057
SP1,2023-04-14,Vallecano,Osasuna,2,1,H,2.0,3.0,18.0,16.0,2.0,3.0,0.0,0.0,,2.02,3.26,4.53,La Liga,2223,1.08431,0.373133
SP1,2023-04-15,Villarreal,Valladolid,1,2,A,8.0,5.0,9.0,18.0,1.0,6.0,0.0,0.0,,1.5,4.87,6.65,La Liga,2223,1.99484,2.41465
SP1,2023-04-15,Ath Bilbao,Sociedad,2,0,H,5.0,2.0,16.0,14.0,5.0,2.0,0.0,0.0,,2.28,3.06,3.9,La Liga,2223,1.00026,1.71232
SP1,2023-04-15,Betis,Espanol,3,1,H,4.0,13.0,9.0,13.0,2.0,2.0,0.0,0.0,,2.11,3.32,4.05,La Liga,2223,1.965,0.616302
SP1,2023-04-15,Cadiz,Real Madrid,0,2,A,2.0,9.0,12.0,7.0,1.0,0.0,0.0,0.0,,6.36,4.35,1.57,La Liga,2223,0.583718,4.49059
SP1,2023-04-16,Girona,Elche,2,0,H,3.0,4.0,9.0,14.0,3.0,3.0,0.0,1.0,,1.45,4.94,7.36,La Liga,2223,1.22906,0.577847
SP1,2023-04-16,Getafe,Barcelona,0,0,D,1.0,5.0,13.0,12.0,2.0,1.0,0.0,0.0,,5.32,3.57,1.8,La Liga,2223,0.621219,1.04627
SP1,2023-04-16,Ath Madrid,Almeria,2,1,H,9.0,2.0,7.0,8.0,3.0,3.0,0.0,0.0,,1.23,7.39,14.28,La Liga,2223,2.51151,0.058186
SP1,2023-04-16,Valencia,Sevilla,0,2,A,6.0,2.0,10.0,17.0,1.0,4.0,1.0,0.0,,2.21,3.33,3.71,La Liga,2223,0.527847,1.46976
SP1,2023-04-17,Celta,Mallorca,0,1,A,7.0,5.0,10.0,19.0,2.0,1.0,1.0,0.0,,1.82,3.36,5.66,La Liga,2223,0.469148,1.18361
SP1,2023-04-21,Espanol,Cadiz,0,0,D,6.0,3.0,8.0,22.0,4.0,2.0,0.0,0.0,,2.25,3.22,3.74,La Liga,2223,1.52285,1.12699
SP1,2023-04-22,Osasuna,Betis,3,2,H,5.0,13.0,20.0,13.0,2.0,0.0,0.0,0.0,,2.39,3.19,3.32,La Liga,2223,1.63275,1.99331
SP1,2023-04-22,Almeria,Ath Bilbao,1,2,A,3.0,4.0,8.0,20.0,2.0,4.0,0.0,0.0,,5.23,4.07,1.7,La Liga,2223,0.573355,1.83476
SP1,2023-04-22,Sociedad,Vallecano,2,1,H,3.0,3.0,18.0,19.0,1.0,2.0,0.0,0.0,,1.7,3.75,5.91,La Liga,2223,0.814682,0.359842
SP1,2023-04-22,Valladolid,Girona,1,0,H,5.0,7.0,14.0,9.0,1.0,1.0,0.0,0.0,,2.59,3.39,2.94,La Liga,2223,1.11143,1.0586
SP1,2023-04-22,Real Madrid,Celta,2,0,H,8.0,3.0,10.0,10.0,1.0,2.0,0.0,0.0,,1.26,6.64,11.68,La Liga,2223,1.81403,0.744532
SP1,2023-04-23,Elche,Valencia,0,2,A,11.0,6.0,12.0,6.0,3.0,1.0,0.0,0.0,,4.46,3.61,1.92,La Liga,2223,0.795158,1.05313
SP1,2023-04-23,Barcelona,Ath Madrid,1,0,H,3.0,3.0,15.0,16.0,4.0,7.0,0.0,0.0,,2.03,3.43,4.17,La Liga,2223,2.12803,0.714419
SP1,2023-04-23,Mallorca,Getafe,3,1,H,2.0,2.0,15.0,18.0,2.0,3.0,0.0,0.0,,2.76,2.63,3.57,La Liga,2223,1.917,0.118861
SP1,2023-04-23,Sevilla,Villarreal,2,1,H,5.0,3.0,12.0,10.0,1.0,2.0,0.0,0.0,,3.03,3.42,2.5,La Liga,2223,0.853114,2.13506
SP1,2023-04-25,Cadiz,Osasuna,0,1,A,11.0,2.0,8.0,15.0,0.0,1.0,0.0,1.0,,2.11,3.22,4.19,La Liga,2223,1.4054,0.865548
SP1,2023-04-25,Girona,Real Madrid,4,2,H,3.0,8.0,7.0,6.0,1.0,2.0,0.0,0.0,,4.79,4.3,1.7,La Liga,2223,2.4202,1.63006
SP1,2023-04-25,Betis,Sociedad,0,0,D,2.0,4.0,13.0,23.0,1.0,3.0,0.0,0.0,,2.91,3.14,2.78,La Liga,2223,0.7286,0.607061
SP1,2023-04-26,Ath Madrid,Mallorca,3,1,H,5.0,8.0,10.0,9.0,0.0,0.0,0.0,0.0,,1.35,4.75,12.5,La Liga,2223,2.61545,0.741129
SP1,2023-04-26,Getafe,Almeria,1,2,A,4.0,6.0,15.0,9.0,2.0,2.0,1.0,0.0,,1.88,3.51,4.81,La Liga,2223,1.66712,2.08963
SP1,2023-04-26,Celta,Elche,1,0,H,10.0,6.0,9.0,12.0,0.0,0.0,0.0,0.0,,1.4,5.12,8.48,La Liga,2223,1.4351,1.48138
SP1,2023-04-26,Vallecano,Barcelona,2,1,H,3.0,9.0,10.0,14.0,1.0,4.0,0.0,0.0,,4.96,3.98,1.74,La Liga,2223,0.862266,1.00988
SP1,2023-04-27,Valencia,Valladolid,2,1,H,6.0,2.0,16.0,17.0,0.0,4.0,0.0,0.0,,1.7,3.91,5.4,La Liga,2223,0.900084,0.993149
SP1,2023-04-27,Villarreal,Espanol,4,2,H,9.0,2.0,14.0,10.0,2.0,4.0,0.0,1.0,,1.55,4.52,6.16,La Liga,2223,4.94822,1.12119
SP1,2023-04-27,Ath Bilbao,Sevilla,0,1,A,8.0,2.0,7.0,11.0,3.0,3.0,0.0,0.0,,1.79,3.69,5.1,La Liga,2223,0.194682,1.00143
SP1,2023-04-28,Osasuna,Sociedad,0,2,A,4.0,2.0,12.0,15.0,3.0,1.0,0.0,0.0,,3.91,3.07,2.27,La Liga,2223,0.987164,2.09575
SP1,2023-04-29,Elche,Vallecano,4,0,H,3.0,8.0,13.0,16.0,1.0,2.0,0.0,1.0,,3.85,3.44,2.12,La Liga,2223,3.37969,0.565048
SP1,2023-04-29,Real Madrid,Almeria,4,2,H,7.0,0.0,12.0,16.0,2.0,2.0,0.0,0.0,,1.14,9.25,19.0,La Liga,2223,3.20538,1.375
SP1,2023-04-29,Barcelona,Betis,4,0,H,10.0,0.0,10.0,9.0,0.0,2.0,0.0,1.0,,1.39,5.28,8.33,La Liga,2223,3.0864,0.231066
SP1,2023-04-30,Cadiz,Valencia,2,1,H,5.0,6.0,14.0,10.0,6.0,2.0,0.0,0.0,,3.16,3.0,2.69,La Liga,2223,2.16593,1.05204
SP1,2023-04-30,Villarreal,Celta,3,1,H,4.0,9.0,12.0,11.0,1.0,4.0,0.0,0.0,,1.68,4.06,5.49,La Liga,2223,2.36969,0.746823
SP1,2023-04-30,Espanol,Getafe,1,0,H,6.0,3.0,12.0,23.0,3.0,5.0,0.0,0.0,,2.51,2.99,3.45,La Liga,2223,2.44417,0.410072
SP1,2023-04-30,Valladolid,Ath Madrid,2,5,A,9.0,1.0,14.0,8.0,2.0,1.0,0.0,0.0,,5.4,4.08,1.68,La Liga,2223,1.46642,2.75586
SP1,2023-05-01,Mallorca,Ath Bilbao,1,1,D,5.0,7.0,17.0,9.0,4.0,2.0,0.0,0.0,,3.28,2.83,2.75,La Liga,2223,1.2911,1.3765
SP1,2023-05-01,Sevilla,Girona,0,2,A,6.0,1.0,14.0,11.0,1.0,1.0,0.0,0.0,,1.94,3.6,4.36,La Liga,2223,2.35198,1.13007
SP1,2023-05-02,Almeria,Elche,2,1,H,7.0,13.0,8.0,9.0,2.0,2.0,0.0,0.0,,1.73,4.05,4.94,La Liga,2223,1.82539,1.01416
SP1,2023-05-02,Barcelona,Osasuna,1,0,H,11.0,0.0,7.0,10.0,0.0,0.0,0.0,1.0,,1.17,8.25,18.5,La Liga,2223,2.40046,0.355588
SP1,2023-05-02,Sociedad,Real Madrid,2,0,H,2.0,6.0,17.0,9.0,1.0,5.0,0.0,1.0,,2.4,3.2,3.42,La Liga,2223,2.26252,0.867228
SP1,2023-05-03,Valencia,Villarreal,1,1,D,6.0,6.0,14.0,13.0,4.0,2.0,0.0,0.0,,2.62,3.39,2.87,La Liga,2223,1.04163,0.742844
SP1,2023-05-03,Ath Madrid,Cadiz,5,1,H,5.0,2.0,12.0,9.0,3.0,2.0,0.0,0.0,,1.32,5.91,10.05,La Liga,2223,4.25954,0.0260457
SP1,2023-05-03,Getafe,Celta,1,0,H,1.0,5.0,21.0,14.0,7.0,5.0,0.0,1.0,,2.86,2.93,3.03,La Liga,2223,2.8705,0.219098
SP1,2023-05-04,Girona,Mallorca,2,1,H,9.0,5.0,9.0,13.0,4.0,0.0,0.0,0.0,,1.91,3.38,4.91,La Liga,2223,2.20534,1.34254
SP1,2023-05-04,Sevilla,Espanol,3,2,H,9.0,0.0,15.0,11.0,1.0,2.0,0.0,0.0,,1.89,3.74,4.4,La Liga,2223,2.902,0.61847
SP1,2023-05-04,Ath Bilbao,Betis,0,1,A,13.0,2.0,13.0,7.0,1.0,3.0,1.0,0.0,,1.65,3.93,6.13,La Liga,2223,1.01449,0.753982
SP1,2023-05-04,Vallecano,Valladolid,2,1,H,3.0,4.0,18.0,15.0,0.0,0.0,0.0,0.0,,1.96,3.7,4.13,La Liga,2223,1.57028,0.571427
SP1,2023-05-12,Mallorca,Cadiz,1,0,H,3.0,7.0,16.0,14.0,5.0,3.0,0.0,0.0,,2.25,2.91,4.26,La Liga,2223,1.6025,0.611231
SP1,2023-05-13,Sociedad,Girona,2,2,D,7.0,4.0,22.0,13.0,5.0,3.0,0.0,1.0,,1.61,3.96,6.51,La Liga,2223,3.05494,1.4691
SP1,2023-05-13,Osasuna,Almeria,3,1,H,4.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,,1.89,3.9,4.19,La Liga,2223,1.87424,0.507884
SP1,2023-05-13,Villarreal,Ath Bilbao,5,1,H,7.0,5.0,11.0,13.0,4.0,3.0,0.0,0.0,,2.18,3.7,3.42,La Liga,2223,3.09272,1.82199
SP1,2023-05-13,Real Madrid,Getafe,1,0,H,1.0,3.0,5.0,23.0,1.0,4.0,0.0,0.0,,1.6,4.11,6.32,La Liga,2223,0.879325,0.586304
SP1,2023-05-14,Celta,Valencia,1,2,A,5.0,4.0,13.0,19.0,3.0,5.0,0.0,1.0,,2.27,3.36,3.52,La Liga,2223,1.216,1.86638
SP1,2023-05-14,Elche,Ath Madrid,1,0,H,3.0,5.0,16.0,3.0,2.0,0.0,0.0,0.0,,7.24,5.13,1.44,La Liga,2223,2.28487,1.44785
SP1,2023-05-14,Valladolid,Sevilla,0,3,A,8.0,3.0,9.0,16.0,2.0,1.0,0.0,0.0,,2.51,3.43,3.01,La Liga,2223,2.01745,3.05781
SP1,2023-05-14,Espanol,Barcelona,2,4,A,4.0,3.0,12.0,9.0,1.0,3.0,0.0,0.0,,6.4,4.53,1.54,La Liga,2223,2.72734,3.6498
SP1,2023-05-15,Betis,Vallecano,3,1,H,6.0,5.0,11.0,9.0,3.0,2.0,0.0,1.0,,2.18,3.46,3.65,La Liga,2223,2.69596,1.71956
SP1,2023-05-19,Cadiz,Valladolid,2,0,H,4.0,3.0,18.0,18.0,4.0,4.0,0.0,1.0,,2.21,3.54,3.49,La Liga,2223,2.1319,0.20683
SP1,2023-05-20,Girona,Villarreal,1,2,A,3.0,1.0,16.0,11.0,2.0,1.0,0.0,0.0,,2.53,3.9,2.7,La Liga,2223,1.31674,1.71579
SP1,2023-05-20,Ath Bilbao,Celta,2,1,H,8.0,5.0,17.0,12.0,4.0,1.0,0.0,0.0,,1.65,3.97,5.95,La Liga,2223,1.04201,0.283064
SP1,2023-05-20,Almeria,Mallorca,3,0,H,4.0,6.0,11.0,15.0,1.0,2.0,0.0,0.0,,2.23,3.36,3.61,La Liga,2223,1.70726,0.35959
SP1,2023-05-20,Getafe,Elche,1,1,D,5.0,6.0,19.0,11.0,3.0,1.0,0.0,0.0,,1.68,3.77,5.89,La Liga,2223,1.58846,1.34186
SP1,2023-05-20,Barcelona,Sociedad,1,2,A,8.0,2.0,8.0,16.0,4.0,4.0,0.0,0.0,,1.76,3.86,4.94,La Liga,2223,1.8413,2.8035
SP1,2023-05-21,Vallecano,Espanol,1,2,A,4.0,4.0,8.0,11.0,2.0,2.0,0.0,0.0,,1.88,3.68,4.56,La Liga,2223,1.83113,1.3061
SP1,2023-05-21,Ath Madrid,Osasuna,3,0,H,8.0,10.0,6.0,11.0,0.0,2.0,0.0,0.0,,1.51,4.7,6.77,La Liga,2223,2.08773,0.714505
SP1,2023-05-21,Valencia,Real Madrid,1,0,H,2.0,9.0,13.0,4.0,4.0,2.0,0.0,1.0,,3.24,3.72,2.25,La Liga,2223,1.49126,2.08896
SP1,2023-05-21,Sevilla,Betis,0,0,D,4.0,3.0,14.0,11.0,2.0,2.0,0.0,1.0,,2.11,3.54,3.77,La Liga,2223,1.51947,0.114129
SP1,2023-05-23,Celta,Girona,1,1,D,9.0,3.0,13.0,13.0,0.0,0.0,0.0,0.0,,2.12,3.54,3.72,La Liga,2223,0.933339,1.40034
SP1,2023-05-23,Sociedad,Almeria,1,0,H,10.0,2.0,20.0,8.0,0.0,1.0,0.0,1.0,,1.4,4.98,8.84,La Liga,2223,1.91983,0.0996009
SP1,2023-05-23,Valladolid,Barcelona,3,1,H,2.0,6.0,13.0,9.0,1.0,0.0,0.0,0.0,,3.92,3.81,1.95,La Liga,2223,2.20591,1.72866
SP1,2023-05-24,Elche,Sevilla,1,1,D,9.0,5.0,12.0,10.0,1.0,4.0,0.0,1.0,,3.57,3.46,2.18,La Liga,2223,1.35854,0.889054
SP1,2023-05-24,Real Madrid,Vallecano,2,1,H,5.0,2.0,11.0,14.0,1.0,3.0,0.0,0.0,,1.41,5.14,8.14,La Liga,2223,1.66281,0.446413
SP1,2023-05-24,Villarreal,Cadiz,2,0,H,7.0,6.0,14.0,8.0,1.0,2.0,0.0,0.0,,1.49,4.79,6.75,La Liga,2223,2.9741,2.09634
SP1,2023-05-24,Betis,Getafe,0,1,A,2.0,5.0,8.0,12.0,2.0,5.0,1.0,0.0,,2.34,3.01,3.82,La Liga,2223,1.09282,0.344449
SP1,2023-05-24,Espanol,Ath Madrid,3,3,D,16.0,1.0,6.0,9.0,2.0,3.0,0.0,0.0,,3.05,3.63,2.39,La Liga,2223,3.03603,2.76349
SP1,2023-05-25,Mallorca,Valencia,1,0,H,2.0,4.0,15.0,12.0,4.0,2.0,0.0,0.0,,3.07,2.97,2.78,La Liga,2223,0.538476,2.073
SP1,2023-05-25,Osasuna,Ath Bilbao,2,0,H,3.0,6.0,17.0,13.0,3.0,3.0,0.0,0.0,,3.23,3.3,2.44,La Liga,2223,0.906699,0.534145
SP1,2023-05-27,Sevilla,Real Madrid,1,2,A,1.0,1.0,23.0,10.0,2.0,4.0,1.0,0.0,,3.22,3.58,2.31,La Liga,2223,0.980153,0.815661
SP1,2023-05-28,Almeria,Valladolid,0,0,D,2.0,4.0,11.0,16.0,0.0,4.0,0.0,0.0,,2.31,3.45,3.34,La Liga,2223,1.5528,0.364363
SP1,2023-05-28,Ath Bilbao,Elche,0,1,A,19.0,3.0,7.0,10.0,1.0,1.0,0.0,0.0,,1.42,4.93,7.95,La Liga,2223,2.91389,0.769369
SP1,2023-05-28,Ath Madrid,Sociedad,2,1,H,6.0,4.0,8.0,10.0,2.0,2.0,0.0,0.0,,2.34,3.08,3.7,La Liga,2223,0.818599,0.943774
SP1,2023-05-28,Barcelona,Mallorca,3,0,H,14.0,3.0,4.0,9.0,0.0,0.0,0.0,1.0,,1.26,6.06,12.33,La Liga,2223,4.40817,0.124265
SP1,2023-05-28,Cadiz,Celta,1,0,H,3.0,3.0,16.0,10.0,9.0,5.0,0.0,0.0,,2.62,3.01,3.25,La Liga,2223,1.59827,0.599427
SP1,2023-05-28,Getafe,Osasuna,2,1,H,1.0,1.0,11.0,6.0,3.0,1.0,0.0,0.0,,2.48,2.93,3.6,La Liga,2223,2.7187,0.432264
SP1,2023-05-28,Girona,Betis,1,2,A,8.0,5.0,14.0,12.0,0.0,1.0,0.0,0.0,,2.0,3.62,4.06,La Liga,2223,1.63315,2.32066
SP1,2023-05-28,Valencia,Espanol,2,2,D,10.0,3.0,12.0,12.0,0.0,4.0,0.0,0.0,,2.13,3.51,3.72,La Liga,2223,2.5327,1.78056
SP1,2023-05-28,Vallecano,Villarreal,2,1,H,4.0,6.0,9.0,9.0,3.0,5.0,0.0,0.0,,3.1,3.9,2.26,La Liga,2223,1.16605,0.622891
SP1,2023-06-04,Mallorca,Vallecano,3,0,H,2.0,6.0,14.0,15.0,0.0,0.0,0.0,0.0,,3.17,3.17,2.52,La Liga,2223,2.25123,1.04004
SP1,2023-06-04,Osasuna,Girona,2,1,H,5.0,2.0,12.0,9.0,1.0,5.0,0.0,0.0,,2.09,3.69,3.6,La Liga,2223,1.91718,0.822488
SP1,2023-06-04,Real Madrid,Ath Bilbao,1,1,D,5.0,6.0,11.0,14.0,2.0,2.0,0.0,0.0,,1.68,4.38,4.84,La Liga,2223,1.72224,2.17987
SP1,2023-06-04,Sociedad,Sevilla,2,1,H,5.0,2.0,10.0,13.0,0.0,1.0,0.0,0.0,,1.57,4.35,6.07,La Liga,2223,2.35387,0.461529
SP1,2023-06-04,Villarreal,Ath Madrid,2,2,D,12.0,1.0,9.0,12.0,3.0,2.0,0.0,1.0,,2.74,3.8,2.48,La Liga,2223,2.06391,1.16068
SP1,2023-06-04,Betis,Valencia,1,1,D,5.0,4.0,11.0,11.0,3.0,0.0,0.0,1.0,,3.14,3.11,2.58,La Liga,2223,0.677919,0.845969
SP1,2023-06-04,Celta,Barcelona,2,1,H,2.0,4.0,13.0,9.0,2.0,2.0,0.0,0.0,,2.87,3.58,2.51,La Liga,2223,0.565601,1.41678
SP1,2023-06-04,Elche,Cadiz,1,1,D,7.0,4.0,18.0,8.0,4.0,3.0,0.0,0.0,,2.51,3.2,3.15,La Liga,2223,1.534,2.22255
SP1,2023-06-04,Espanol,Almeria,3,3,D,7.0,6.0,11.0,12.0,2.0,3.0,0.0,0.0,,2.44,3.8,2.84,La Liga,2223,0.500084,2.03499
SP1,2023-06-04,Valladolid,Getafe,0,0,D,6.0,1.0,9.0,25.0,1.0,3.0,0.0,0.0,,2.0,3.33,4.37,La Liga,2223,0.686831,0.27917
SP1,2023-08-11,Almeria,Vallecano,0,2,A,8.0,3.0,16.0,25.0,1.0,3.0,0.0,0.0,,2.66,3.25,2.96,La Liga,2324,1.1196,2.09532
SP1,2023-08-11,Sevilla,Valencia,1,2,A,8.0,1.0,15.0,17.0,3.0,2.0,1.0,0.0,,1.94,3.46,4.58,La Liga,2324,0.714148,1.06796
SP1,2023-08-12,Sociedad,Girona,1,1,D,4.0,1.0,22.0,9.0,2.0,5.0,0.0,0.0,,1.85,3.6,4.91,La Liga,2324,1.46019,1.27791
SP1,2023-08-12,Las Palmas,Mallorca,1,1,D,3.0,6.0,11.0,21.0,3.0,2.0,0.0,0.0,,2.64,2.93,3.32,La Liga,2324,0.871699,1.49411
SP1,2023-08-12,Ath Bilbao,Real Madrid,0,2,A,7.0,5.0,18.0,6.0,3.0,1.0,0.0,0.0,,3.44,3.5,2.24,La Liga,2324,0.700577,1.33266
SP1,2023-08-13,Celta,Osasuna,0,2,A,7.0,2.0,11.0,15.0,1.0,1.0,0.0,0.0,,2.16,3.22,4.02,La Liga,2324,0.783184,0.964645
SP1,2023-08-13,Villarreal,Betis,1,2,A,9.0,4.0,13.0,17.0,1.0,3.0,0.0,0.0,,1.75,4.1,4.79,La Liga,2324,0.737812,0.969349
SP1,2023-08-13,Getafe,Barcelona,0,0,D,3.0,4.0,20.0,11.0,8.0,2.0,1.0,1.0,,7.46,4.04,1.55,La Liga,2324,0.804505,1.67817
SP1,2023-08-14,Cadiz,Alaves,1,0,H,2.0,4.0,19.0,15.0,3.0,2.0,1.0,0.0,,2.33,2.96,3.91,La Liga,2324,0.822358,0.227442
SP1,2023-08-14,Ath Madrid,Granada,3,1,H,3.0,3.0,15.0,9.0,3.0,1.0,0.0,0.0,,1.31,5.9,10.5,La Liga,2324,3.01246,1.13452
SP1,2023-08-18,Mallorca,Villarreal,0,1,A,6.0,5.0,12.0,11.0,2.0,4.0,0.0,0.0,,2.82,3.19,2.82,La Liga,2324,0.370077,2.12458
SP1,2023-08-18,Valencia,Las Palmas,1,0,H,6.0,4.0,12.0,6.0,0.0,0.0,0.0,0.0,,1.63,3.95,6.33,La Liga,2324,1.50324,0.741978
SP1,2023-08-19,Sociedad,Celta,1,1,D,9.0,7.0,12.0,12.0,2.0,1.0,0.0,0.0,,1.69,3.62,6.38,La Liga,2324,0.917678,1.77937
SP1,2023-08-19,Almeria,Real Madrid,1,3,A,4.0,5.0,10.0,13.0,1.0,0.0,0.0,0.0,,6.87,5.24,1.44,La Liga,2324,1.81328,2.8802
SP1,2023-08-19,Osasuna,Ath Bilbao,0,2,A,5.0,3.0,9.0,14.0,1.0,5.0,1.0,1.0,,2.96,3.01,2.85,La Liga,2324,1.33582,1.88906
SP1,2023-08-20,Girona,Getafe,3,0,H,3.0,2.0,11.0,20.0,2.0,5.0,0.0,0.0,,1.98,3.21,4.84,La Liga,2324,1.86612,0.754861
SP1,2023-08-20,Barcelona,Cadiz,2,0,H,10.0,2.0,9.0,22.0,4.0,3.0,0.0,0.0,,1.26,6.32,12.21,La Liga,2324,3.42524,1.11132
SP1,2023-08-20,Betis,Ath Madrid,0,0,D,2.0,7.0,10.0,8.0,2.0,1.0,0.0,0.0,,3.86,3.53,2.08,La Liga,2324,1.02642,0.34492
SP1,2023-08-21,Alaves,Sevilla,4,3,H,4.0,4.0,14.0,13.0,1.0,2.0,0.0,0.0,,3.4,3.08,2.48,La Liga,2324,2.17962,0.958638
SP1,2023-08-21,Granada,Vallecano,0,2,A,5.0,6.0,14.0,11.0,2.0,1.0,1.0,0.0,,2.94,3.15,2.74,La Liga,2324,0.837141,2.7851
SP1,2023-08-25,Las Palmas,Sociedad,0,0,D,5.0,7.0,7.0,29.0,1.0,4.0,0.0,0.0,,4.74,3.34,1.95,La Liga,2324,1.56933,1.11751
SP1,2023-08-25,Celta,Real Madrid,0,1,A,3.0,5.0,19.0,14.0,2.0,3.0,0.0,0.0,,4.41,3.72,1.89,La Liga,2324,1.17827,1.6167
SP1,2023-08-26,Cadiz,Almeria,1,1,D,7.0,3.0,16.0,22.0,0.0,5.0,1.0,1.0,,2.15,3.49,3.68,La Liga,2324,1.56203,0.271622
SP1,2023-08-26,Granada,Mallorca,3,2,H,5.0,3.0,11.0,27.0,2.0,7.0,0.0,0.0,,2.81,3.01,3.03,La Liga,2324,1.81377,2.50232
SP1,2023-08-26,Sevilla,Girona,1,2,A,6.0,6.0,11.0,18.0,2.0,1.0,0.0,0.0,,1.98,3.6,4.17,La Liga,2324,1.93643,1.07498
SP1,2023-08-27,Villarreal,Barcelona,3,4,A,2.0,6.0,12.0,14.0,3.0,3.0,0.0,0.0,,3.57,3.75,2.1,La Liga,2324,1.87195,2.95807
SP1,2023-08-27,Valencia,Osasuna,1,2,A,6.0,3.0,13.0,12.0,3.0,4.0,0.0,0.0,,1.76,3.52,5.51,La Liga,2324,1.87647,1.45939
SP1,2023-08-27,Ath Bilbao,Betis,4,2,H,5.0,3.0,23.0,11.0,4.0,2.0,0.0,0.0,,2.0,3.43,4.3,La Liga,2324,2.86727,0.346198
SP1,2023-08-28,Getafe,Alaves,1,0,H,4.0,5.0,13.0,15.0,1.0,2.0,0.0,0.0,,2.62,2.71,3.68,La Liga,2324,2.67029,0.860623
SP1,2023-08-28,Vallecano,Ath Madrid,0,7,A,8.0,3.0,19.0,17.0,4.0,3.0,0.0,0.0,,4.05,3.38,2.08,La Liga,2324,0.542939,3.29424
SP1,2023-09-01,Cadiz,Villarreal,3,1,H,7.0,3.0,21.0,15.0,5.0,4.0,0.0,1.0,,3.27,3.66,2.25,La Liga,2324,1.97214,0.494033
SP1,2023-09-01,Almeria,Celta,2,3,A,6.0,5.0,9.0,9.0,1.0,1.0,0.0,0.0,,2.95,3.38,2.58,La Liga,2324,3.16421,1.96028
SP1,2023-09-02,Sociedad,Granada,5,3,H,2.0,5.0,15.0,14.0,1.0,5.0,0.0,0.0,,1.47,4.54,7.92,La Liga,2324,2.08686,0.549509
SP1,2023-09-02,Real Madrid,Getafe,2,1,H,11.0,1.0,12.0,16.0,2.0,6.0,0.0,0.0,,1.37,4.91,10.26,La Liga,2324,2.64665,0.893748
SP1,2023-09-02,Alaves,Valencia,1,0,H,1.0,2.0,18.0,9.0,4.0,2.0,0.0,0.0,,3.33,2.98,2.59,La Liga,2324,1.90475,0.715753
