Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HC,AC,HF,AF,HY,AY,HR,AR,Referee,PSCH,PSCD,PSCA,liga,temporada,xG_casa,xG_fora
E0,2024-05-06,Crystal Palace,Man United,4,0,H,6.0,3.0,12.0,8.0,1.0,1.0,0.0,0.0,J Gillett ,1.99,4.05,3.57,Premier League,2324,2.0656,0.341417
E0,2024-05-11,Fulham,Man City,0,4,A,1.0,7.0,9.0,6.0,1.0,0.0,1.0,0.0,A Taylor,10.9,7.4,1.24,Premier League,2324,0.0886245,3.15218
E0,2024-05-11,Bournemouth,Brentford,1,2,A,3.0,8.0,16.0,12.0,2.0,2.0,0.0,0.0,M Donohue,2.16,3.88,3.25,Premier League,2324,1.07237,1.92722
E0,2024-05-11,Everton,Sheffield United,1,0,H,3.0,6.0,6.0,11.0,1.0,2.0,0.0,0.0,S Attwell,1.44,5.07,7.03,Premier League,2324,1.82411,0.465523
E0,2024-05-11,Newcastle,Brighton,1,1,D,8.0,4.0,9.0,16.0,3.0,4.0,0.0,0.0,D England,1.6,4.84,5.01,Premier League,2324,2.45163,1.91556
E0,2024-05-11,Tottenham,Burnley,2,1,H,9.0,3.0,10.0,14.0,3.0,5.0,0.0,0.0,J Gillett,1.31,6.53,8.32,Premier League,2324,3.00238,0.950331
E0,2024-05-11,West Ham,Luton,3,1,H,7.0,6.0,9.0,15.0,1.0,3.0,0.0,0.0,M Oliver,1.88,4.27,3.77,Premier League,2324,3.71009,0.640456
E0,2024-05-11,Wolves,Crystal Palace,1,3,A,8.0,3.0,13.0,12.0,3.0,2.0,0.0,1.0,T Bramall,3.31,3.63,2.22,Premier League,2324,1.1561,2.51452
E0,2024-05-11,Nott'm Forest,Chelsea,2,3,A,5.0,6.0,14.0,8.0,2.0,3.0,0.0,0.0,T Harrington,4.04,3.98,1.88,Premier League,2324,2.44569,2.41068
E0,2024-05-12,Man United,Arsenal,0,1,A,4.0,7.0,5.0,6.0,0.0,2.0,0.0,0.0,P Tierney,9.75,7.05,1.26,Premier League,2324,0.551669,1.73104
E0,2024-05-13,Aston Villa,Liverpool,3,3,D,5.0,4.0,11.0,15.0,1.0,1.0,0.0,0.0,S Hooper,3.9,4.58,1.8,Premier League,2324,2.71655,1.89968
E0,2024-05-14,Tottenham,Man City,0,2,A,7.0,4.0,14.0,11.0,3.0,3.0,0.0,0.0,C Kavanagh,6.6,6.35,1.38,Premier League,2324,1.84285,2.70331
E0,2024-05-15,Brighton,Chelsea,1,2,A,4.0,6.0,13.0,14.0,2.0,2.0,0.0,1.0,M Salisbury,3.2,4.22,2.09,Premier League,2324,1.32423,1.544
E0,2024-05-15,Man United,Newcastle,3,2,H,9.0,9.0,16.0,7.0,3.0,3.0,0.0,0.0,R Jones,2.73,3.9,2.47,Premier League,2324,1.49706,2.27657
E0,2024-05-19,Arsenal,Everton,2,1,H,8.0,1.0,8.0,11.0,4.0,3.0,0.0,0.0,M Oliver,1.22,7.16,13.07,Premier League,2324,3.2117,0.664904
E0,2024-05-19,Brentford,Newcastle,2,4,A,3.0,0.0,15.0,11.0,4.0,4.0,0.0,0.0,S Hooper,2.99,4.05,2.24,Premier League,2324,1.70157,3.65044
E0,2024-05-19,Brighton,Man United,0,2,A,7.0,5.0,10.0,9.0,1.0,3.0,0.0,0.0,C Pawson,2.66,4.03,2.48,Premier League,2324,1.9717,1.00404
E0,2024-05-19,Burnley,Nott'm Forest,1,2,A,4.0,3.0,11.0,5.0,1.0,0.0,0.0,0.0,G Scott,2.85,3.9,2.35,Premier League,2324,1.08222,1.57962
E0,2024-05-19,Chelsea,Bournemouth,2,1,H,6.0,5.0,5.0,9.0,2.0,3.0,0.0,0.0,A Taylor,1.4,5.59,7.23,Premier League,2324,1.59771,2.002
E0,2024-05-19,Crystal Palace,Aston Villa,5,0,H,2.0,4.0,10.0,8.0,1.0,4.0,0.0,0.0,D Bond,1.63,4.64,4.99,Premier League,2324,2.23189,0.598846
E0,2024-05-19,Liverpool,Wolves,2,0,H,10.0,2.0,14.0,11.0,1.0,1.0,0.0,1.0,C Kavanagh,1.13,10.69,16.27,Premier League,2324,5.65937,0.731254
E0,2024-05-19,Luton,Fulham,2,4,A,4.0,4.0,15.0,20.0,5.0,4.0,0.0,0.0,M Donohue,3.11,3.99,2.19,Premier League,2324,2.06743,1.11598
E0,2024-05-19,Man City,West Ham,3,1,H,11.0,2.0,3.0,12.0,0.0,1.0,0.0,0.0,J Brooks,1.07,15.01,27.84,Premier League,2324,2.31504,0.240159
E0,2024-05-19,Sheffield United,Tottenham,0,3,A,2.0,6.0,11.0,9.0,2.0,0.0,0.0,0.0,A Madley,7.99,6.11,1.35,Premier League,2324,0.697312,3.19675
E0,2024-08-16,Man United,Fulham,1,0,H,7.0,8.0,12.0,10.0,2.0,3.0,0.0,0.0,R Jones,1.65,4.23,5.28,Premier League,2425,2.04268,0.418711
E0,2024-08-17,Ipswich,Liverpool,0,2,A,2.0,10.0,9.0,18.0,3.0,1.0,0.0,0.0,T Robinson,8.14,6.09,1.34,Premier League,2425,0.342601,3.92906
E0,2024-08-17,Arsenal,Wolves,2,0,H,8.0,2.0,17.0,14.0,2.0,2.0,0.0,0.0,J Gillett,1.15,9.05,18.76,Premier League,2425,1.6283,0.575835
E0,2024-08-17,Everton,Brighton,0,3,A,1.0,5.0,8.0,8.0,1.0,1.0,1.0,0.0,S Hooper,3.15,3.41,2.4,Premier League,2425,0.405325,1.79083
E0,2024-08-17,Newcastle,Southampton,1,0,H,3.0,12.0,15.0,16.0,2.0,4.0,1.0,0.0,C Pawson,1.42,5.3,7.26,Premier League,2425,0.433489,1.95483
E0,2024-08-17,Nott'm Forest,Bournemouth,1,1,D,2.0,6.0,17.0,8.0,1.0,3.0,0.0,0.0,M Oliver,2.24,3.5,3.37,Premier League,2425,1.24405,1.90915
E0,2024-08-17,West Ham,Aston Villa,1,2,A,5.0,3.0,18.0,11.0,1.0,2.0,0.0,0.0,T Harrington,2.54,3.51,2.86,Premier League,2425,2.8047,2.6703
E0,2024-08-18,Brentford,Crystal Palace,2,1,H,4.0,7.0,6.0,15.0,1.0,5.0,0.0,0.0,S Barrott,2.92,3.24,2.66,Premier League,2425,1.38064,1.14757
E0,2024-08-18,Chelsea,Man City,0,2,A,4.0,3.0,12.0,9.0,1.0,1.0,0.0,0.0,A Taylor,3.86,3.91,1.97,Premier League,2425,1.06123,1.18038
E0,2024-08-19,Leicester,Tottenham,1,1,D,2.0,13.0,11.0,12.0,1.0,1.0,0.0,0.0,C Kavanagh,4.64,4.33,1.71,Premier League,2425,1.02614,1.40775
E0,2024-08-24,Brighton,Man United,2,1,H,4.0,4.0,9.0,13.0,1.0,2.0,0.0,0.0,C Pawson,2.42,3.76,2.86,Premier League,2425,2.14153,1.28556
E0,2024-08-24,Crystal Palace,West Ham,0,2,A,3.0,3.0,9.0,17.0,1.0,1.0,0.0,0.0,R Jones,1.97,3.84,3.84,Premier League,2425,1.3761,1.53421
E0,2024-08-24,Fulham,Leicester,2,1,H,7.0,5.0,14.0,13.0,2.0,2.0,0.0,0.0,D Bond,1.88,3.81,4.26,Premier League,2425,1.96218,0.857005
E0,2024-08-24,Man City,Ipswich,4,1,H,10.0,1.0,4.0,15.0,2.0,3.0,0.0,0.0,M Salisbury,1.1,11.0,31.0,Premier League,2425,3.07818,0.479999
E0,2024-08-24,Southampton,Nott'm Forest,0,1,A,4.0,10.0,14.0,14.0,3.0,3.0,0.0,0.0,S Barrott,2.33,3.54,3.11,Premier League,2425,0.214952,2.86475
E0,2024-08-24,Tottenham,Everton,4,0,H,12.0,5.0,11.0,15.0,0.0,0.0,0.0,0.0,A Taylor,1.37,5.66,8.0,Premier League,2425,2.61143,0.648869
E0,2024-08-24,Aston Villa,Arsenal,0,2,A,4.0,1.0,8.0,15.0,1.0,3.0,0.0,0.0,M Oliver,4.85,4.04,1.74,Premier League,2425,1.31664,1.41399
E0,2024-08-25,Bournemouth,Newcastle,1,1,D,8.0,9.0,19.0,8.0,2.0,2.0,0.0,0.0,D Coote,2.63,3.66,2.68,Premier League,2425,2.53513,1.89287
E0,2024-08-25,Wolves,Chelsea,2,6,A,5.0,5.0,13.0,13.0,2.0,3.0,0.0,0.0,D England,3.91,3.94,1.93,Premier League,2425,2.4181,2.02935
E0,2024-08-25,Liverpool,Brentford,2,0,H,9.0,4.0,10.0,7.0,2.0,3.0,0.0,0.0,S Attwell,1.22,7.75,12.5,Premier League,2425,2.71877,0.457239
E0,2024-08-31,Arsenal,Brighton,1,1,D,3.0,7.0,12.0,7.0,3.0,2.0,1.0,0.0,C Kavanagh,1.37,5.48,8.43,Premier League,2425,2.41798,1.81748
E0,2024-08-31,Brentford,Southampton,3,1,H,2.0,8.0,10.0,7.0,2.0,1.0,0.0,0.0,J Smith,1.82,3.91,4.46,Premier League,2425,3.86281,1.64713
E0,2024-08-31,Everton,Bournemouth,2,3,A,8.0,4.0,6.0,1.0,2.0,1.0,0.0,0.0,S Attwell,3.14,3.45,2.39,Premier League,2425,2.55629,2.95688
E0,2024-08-31,Ipswich,Fulham,1,1,D,8.0,6.0,15.0,15.0,2.0,3.0,0.0,0.0,L Smith,3.07,3.43,2.43,Premier League,2425,0.707048,1.18883
E0,2024-08-31,Leicester,Aston Villa,1,2,A,1.0,4.0,13.0,21.0,4.0,5.0,0.0,0.0,D Coote,4.01,3.87,1.92,Premier League,2425,0.774741,2.16385
E0,2024-08-31,Nott'm Forest,Wolves,1,1,D,7.0,3.0,15.0,18.0,3.0,4.0,0.0,0.0,S Hooper,2.0,3.7,3.88,Premier League,2425,1.41069,0.937632
E0,2024-08-31,West Ham,Man City,1,3,A,3.0,11.0,10.0,3.0,3.0,2.0,0.0,0.0,M Oliver,7.7,5.25,1.41,Premier League,2425,0.947201,3.19297
E0,2024-09-01,Chelsea,Crystal Palace,1,1,D,4.0,5.0,9.0,13.0,4.0,2.0,0.0,0.0,J Gillett,1.68,4.24,5.05,Premier League,2425,2.97743,0.459708
E0,2024-09-01,Newcastle,Tottenham,2,1,H,7.0,12.0,16.0,13.0,4.0,4.0,0.0,0.0,R Jones,2.53,3.89,2.66,Premier League,2425,1.58694,1.63304
E0,2024-09-01,Man United,Liverpool,0,3,A,5.0,2.0,7.0,7.0,4.0,1.0,0.0,0.0,A Taylor,3.51,4.11,2.0,Premier League,2425,1.50087,2.10397
E0,2024-09-14,Southampton,Man United,0,3,A,0.0,7.0,11.0,14.0,1.0,4.0,1.0,0.0,S Attwell,4.2,4.12,1.82,Premier League,2425,1.35593,3.02693
E0,2024-09-14,Brighton,Ipswich,0,0,D,9.0,2.0,14.0,16.0,4.0,3.0,0.0,0.0,S Barrott,1.53,4.61,6.22,Premier League,2425,1.75696,0.721323
E0,2024-09-14,Crystal Palace,Leicester,2,2,D,5.0,2.0,11.0,15.0,0.0,3.0,0.0,0.0,T Harrington,1.67,4.02,5.43,Premier League,2425,2.88716,1.65187
E0,2024-09-14,Fulham,West Ham,1,1,D,3.0,2.0,15.0,18.0,2.0,3.0,0.0,0.0,T Robinson,2.36,3.41,3.21,Premier League,2425,2.88601,0.682719
E0,2024-09-14,Liverpool,Nott'm Forest,0,1,A,7.0,2.0,15.0,6.0,4.0,4.0,0.0,0.0,M Oliver,1.22,7.11,12.95,Premier League,2425,1.17044,0.589532
E0,2024-09-14,Man City,Brentford,2,1,H,12.0,3.0,9.0,3.0,3.0,1.0,0.0,0.0,D Bond,1.21,7.2,13.92,Premier League,2425,1.55279,1.05094
E0,2024-09-14,Aston Villa,Everton,3,2,H,6.0,2.0,10.0,12.0,1.0,4.0,0.0,0.0,C Pawson,1.68,4.0,5.44,Premier League,2425,3.15876,0.852158
E0,2024-09-14,Bournemouth,Chelsea,0,1,A,6.0,3.0,16.0,9.0,6.0,8.0,0.0,0.0,A Taylor,3.17,3.79,2.23,Premier League,2425,1.53731,0.932726
E0,2024-09-15,Tottenham,Arsenal,0,1,A,7.0,6.0,13.0,10.0,5.0,3.0,0.0,0.0,J Gillett,2.77,3.49,2.63,Premier League,2425,0.792595,1.1209
E0,2024-09-15,Wolves,Newcastle,1,2,A,4.0,7.0,17.0,6.0,3.0,3.0,0.0,0.0,C Kavanagh,3.6,3.73,2.07,Premier League,2425,1.46969,1.48343
E0,2024-09-21,West Ham,Chelsea,0,3,A,6.0,5.0,17.0,9.0,5.0,2.0,0.0,0.0,S Barrott,3.59,3.94,2.01,Premier League,2425,0.758267,2.39727
E0,2024-09-21,Aston Villa,Wolves,3,1,H,6.0,5.0,11.0,16.0,3.0,6.0,0.0,0.0,T Robinson,1.67,4.21,5.16,Premier League,2425,2.37351,0.520117
E0,2024-09-21,Fulham,Newcastle,3,1,H,6.0,0.0,16.0,8.0,6.0,0.0,0.0,0.0,P Bankes,3.02,3.57,2.41,Premier League,2425,3.21141,1.09768
E0,2024-09-21,Leicester,Everton,1,1,D,6.0,1.0,11.0,12.0,1.0,2.0,0.0,0.0,D England,2.1,3.52,3.69,Premier League,2425,1.33793,1.82377
E0,2024-09-21,Liverpool,Bournemouth,3,0,H,3.0,9.0,10.0,12.0,1.0,4.0,0.0,0.0,T Harrington,1.25,6.85,10.91,Premier League,2425,2.43731,1.46979
E0,2024-09-21,Southampton,Ipswich,1,1,D,2.0,10.0,16.0,16.0,4.0,4.0,0.0,0.0,S Allison,2.42,3.48,3.06,Premier League,2425,2.89813,1.645
E0,2024-09-21,Tottenham,Brentford,3,1,H,9.0,4.0,11.0,9.0,3.0,1.0,0.0,0.0,J Brooks,1.48,5.1,6.23,Premier League,2425,3.89481,0.893565
E0,2024-09-21,Crystal Palace,Man United,0,0,D,4.0,11.0,7.0,12.0,3.0,1.0,0.0,0.0,D Coote,2.8,3.55,2.57,Premier League,2425,1.66928,2.35056
E0,2024-09-22,Brighton,Nott'm Forest,2,2,D,9.0,1.0,12.0,11.0,3.0,4.0,0.0,1.0,R Jones,1.84,3.82,4.45,Premier League,2425,1.56836,1.36923
E0,2024-09-22,Man City,Arsenal,2,2,D,8.0,2.0,7.0,10.0,3.0,4.0,0.0,1.0,M Oliver,1.81,3.66,4.91,Premier League,2425,2.75588,1.28411
E0,2024-09-28,Newcastle,Man City,1,1,D,5.0,6.0,14.0,10.0,4.0,4.0,0.0,0.0,J Gillett,4.9,4.23,1.69,Premier League,2425,1.34344,1.26516
E0,2024-09-28,Arsenal,Leicester,4,2,H,17.0,0.0,11.0,6.0,2.0,4.0,0.0,0.0,S Barrott,1.2,6.8,17.5,Premier League,2425,6.05305,0.337909
E0,2024-09-28,Brentford,West Ham,1,1,D,7.0,7.0,2.0,11.0,2.0,3.0,0.0,0.0,S Hooper,2.26,3.56,3.27,Premier League,2425,0.370222,0.878617
E0,2024-09-28,Chelsea,Brighton,4,2,H,8.0,2.0,11.0,8.0,3.0,2.0,0.0,0.0,P Bankes,1.81,4.2,4.15,Premier League,2425,3.65839,1.20712
E0,2024-09-28,Everton,Crystal Palace,2,1,H,5.0,8.0,13.0,11.0,2.0,1.0,0.0,0.0,A Madley,2.79,3.35,2.7,Premier League,2425,1.10959,1.12358
E0,2024-09-28,Nott'm Forest,Fulham,0,1,A,6.0,5.0,11.0,15.0,2.0,4.0,0.0,0.0,J Smith,2.65,3.16,3.0,Premier League,2425,0.614351,1.43592
E0,2024-09-28,Wolves,Liverpool,1,2,A,2.0,10.0,16.0,8.0,2.0,3.0,0.0,0.0,A Taylor,8.72,5.95,1.33,Premier League,2425,0.748925,2.11724
E0,2024-09-29,Ipswich,Aston Villa,2,2,D,10.0,0.0,10.0,14.0,4.0,1.0,0.0,0.0,S Attwell,3.64,3.59,2.1,Premier League,2425,1.84608,1.14494
E0,2024-09-29,Man United,Tottenham,0,3,A,5.0,3.0,16.0,14.0,5.0,3.0,1.0,0.0,C Kavanagh,2.12,3.89,3.27,Premier League,2425,0.600721,5.4072
E0,2024-09-30,Bournemouth,Southampton,3,1,H,7.0,4.0,19.0,12.0,2.0,5.0,0.0,0.0,M Oliver,1.49,4.69,6.79,Premier League,2425,1.44215,0.696068
E0,2024-10-05,Crystal Palace,Liverpool,0,1,A,3.0,8.0,7.0,15.0,4.0,2.0,0.0,0.0,S Hooper,5.14,4.1,1.69,Premier League,2425,0.609481,2.07332
E0,2024-10-05,Arsenal,Southampton,3,1,H,13.0,1.0,10.0,9.0,0.0,3.0,0.0,0.0,T Harrington,1.16,8.18,18.71,Premier League,2425,3.25165,1.27313
E0,2024-10-05,Brentford,Wolves,5,3,H,10.0,3.0,9.0,10.0,2.0,3.0,0.0,0.0,A Madley,2.11,3.61,3.6,Premier League,2425,4.13513,0.696254
E0,2024-10-05,Leicester,Bournemouth,1,0,H,0.0,9.0,12.0,14.0,4.0,1.0,0.0,0.0,D Bond,3.7,3.81,2.02,Premier League,2425,0.912063,1.94963
E0,2024-10-05,Man City,Fulham,3,2,H,8.0,3.0,4.0,10.0,2.0,1.0,0.0,0.0,P Bankes,1.26,6.52,11.37,Premier League,2425,1.36684,2.75846
E0,2024-10-05,West Ham,Ipswich,4,1,H,5.0,5.0,12.0,6.0,0.0,1.0,0.0,0.0,A Taylor,1.92,3.84,4.05,Premier League,2425,4.39402,1.18463
E0,2024-10-05,Everton,Newcastle,0,0,D,0.0,10.0,12.0,8.0,1.0,2.0,0.0,0.0,C Pawson,3.71,3.77,2.0,Premier League,2425,0.692214,1.79048
E0,2024-10-06,Aston Villa,Man United,0,0,D,6.0,3.0,12.0,11.0,1.0,5.0,0.0,0.0,R Jones,2.23,3.84,3.13,Premier League,2425,0.532809,0.448537
E0,2024-10-06,Chelsea,Nott'm Forest,1,1,D,11.0,3.0,12.0,11.0,6.0,2.0,0.0,1.0,C Kavanagh,1.52,4.7,6.34,Premier League,2425,2.27752,1.66654
E0,2024-10-06,Brighton,Tottenham,3,2,H,4.0,7.0,14.0,10.0,2.0,2.0,0.0,0.0,D Coote,2.94,3.95,2.3,Premier League,2425,1.97217,1.09279
E0,2024-10-19,Tottenham,West Ham,4,1,H,13.0,5.0,10.0,15.0,1.0,3.0,0.0,1.0,A Madley,1.45,5.45,6.25,Premier League,2425,1.44052,0.858803
E0,2024-10-19,Fulham,Aston Villa,1,3,A,6.0,11.0,8.0,11.0,3.0,3.0,1.0,1.0,D England,2.48,3.46,2.98,Premier League,2425,2.63074,1.43595
E0,2024-10-19,Ipswich,Everton,0,2,A,5.0,8.0,12.0,10.0,1.0,1.0,0.0,0.0,M Oliver,2.44,3.43,3.06,Premier League,2425,1.174,1.60804
E0,2024-10-19,Man United,Brentford,2,1,H,9.0,2.0,14.0,5.0,2.0,2.0,0.0,0.0,S Barrott,1.67,4.41,4.92,Premier League,2425,1.76555,0.892843
E0,2024-10-19,Newcastle,Brighton,0,1,A,9.0,4.0,11.0,9.0,2.0,2.0,0.0,0.0,P Bankes,1.75,4.08,4.67,Premier League,2425,1.93657,1.6779
E0,2024-10-19,Southampton,Leicester,2,3,A,10.0,6.0,10.0,10.0,5.0,3.0,1.0,0.0,A Taylor,2.23,3.5,3.41,Premier League,2425,2.42776,2.83826
E0,2024-10-19,Bournemouth,Arsenal,2,0,H,7.0,4.0,12.0,11.0,1.0,1.0,0.0,1.0,R Jones,5.17,3.71,1.76,Premier League,2425,2.18419,0.740758
E0,2024-10-20,Wolves,Man City,1,2,A,1.0,18.0,8.0,5.0,4.0,1.0,0.0,0.0,C Kavanagh,8.08,5.46,1.38,Premier League,2425,0.761217,1.36569
E0,2024-10-20,Liverpool,Chelsea,2,1,H,1.0,6.0,12.0,13.0,4.0,3.0,0.0,0.0,J Brooks,1.72,4.4,4.55,Premier League,2425,2.22517,1.33904
E0,2024-10-21,Nott'm Forest,Crystal Palace,1,0,H,6.0,6.0,9.0,12.0,2.0,3.0,0.0,0.0,T Robinson,2.38,3.3,3.29,Premier League,2425,1.88573,0.835001
E0,2024-10-25,Leicester,Nott'm Forest,1,3,A,6.0,7.0,16.0,9.0,5.0,2.0,0.0,0.0,C Pawson,3.07,3.4,2.46,Premier League,2425,0.832415,2.54488
E0,2024-10-26,Aston Villa,Bournemouth,1,1,D,9.0,7.0,12.0,14.0,7.0,6.0,0.0,0.0,A Madley,1.79,3.97,4.54,Premier League,2425,1.974,0.328651
E0,2024-10-26,Brentford,Ipswich,4,3,H,5.0,5.0,7.0,10.0,0.0,1.0,0.0,1.0,L Smith,1.68,4.16,5.19,Premier League,2425,4.09663,1.65698
E0,2024-10-26,Brighton,Wolves,2,2,D,9.0,6.0,12.0,10.0,3.0,3.0,0.0,0.0,M Oliver,1.58,4.41,5.79,Premier League,2425,1.51347,1.11074
E0,2024-10-26,Man City,Southampton,1,0,H,12.0,1.0,9.0,9.0,1.0,3.0,0.0,0.0,T Harrington,1.12,10.5,23.0,Premier League,2425,3.16286,0.369989
E0,2024-10-26,Everton,Fulham,1,1,D,4.0,2.0,8.0,8.0,1.0,0.0,0.0,0.0,J Brooks,2.71,3.36,2.73,Premier League,2425,0.884845,1.49531
E0,2024-10-27,Chelsea,Newcastle,2,1,H,7.0,4.0,13.0,16.0,6.0,3.0,0.0,0.0,S Hooper,1.82,4.03,4.29,Premier League,2425,1.61794,1.74225
E0,2024-10-27,Crystal Palace,Tottenham,1,0,H,8.0,8.0,16.0,12.0,4.0,4.0,0.0,0.0,D Bond,3.78,3.97,1.95,Premier League,2425,0.978611,1.0192
E0,2024-10-27,West Ham,Man United,2,1,H,6.0,5.0,6.0,7.0,5.0,1.0,0.0,0.0,D Coote,3.39,3.72,2.15,Premier League,2425,2.99312,2.62598
E0,2024-10-27,Arsenal,Liverpool,2,2,D,1.0,3.0,14.0,14.0,2.0,2.0,0.0,0.0,A Taylor,2.27,3.46,3.35,Premier League,2425,1.0883,1.35346
E0,2024-11-02,Newcastle,Arsenal,1,0,H,4.0,6.0,16.0,18.0,4.0,4.0,0.0,0.0,J Brooks,4.03,3.69,1.96,Premier League,2425,0.859715,0.911305
E0,2024-11-02,Bournemouth,Man City,2,1,H,3.0,10.0,11.0,6.0,2.0,1.0,0.0,0.0,M Oliver,6.11,4.42,1.56,Premier League,2425,2.4493,2.3527
E0,2024-11-02,Ipswich,Leicester,1,1,D,4.0,6.0,11.0,10.0,4.0,2.0,1.0,0.0,T Robinson,2.36,3.54,3.09,Premier League,2425,1.33617,2.33858
E0,2024-11-02,Liverpool,Brighton,2,1,H,10.0,7.0,10.0,18.0,1.0,1.0,0.0,0.0,T Harrington,1.36,5.79,7.93,Premier League,2425,1.81037,1.01568
E0,2024-11-02,Nott'm Forest,West Ham,3,0,H,11.0,6.0,7.0,9.0,1.0,2.0,0.0,1.0,P Bankes,2.05,3.46,3.95,Premier League,2425,2.35011,0.132317
E0,2024-11-02,Southampton,Everton,1,0,H,3.0,6.0,14.0,18.0,4.0,2.0,0.0,0.0,A Madley,2.72,3.31,2.8,Premier League,2425,0.540345,1.78581
E0,2024-11-02,Wolves,Crystal Palace,2,2,D,3.0,6.0,7.0,9.0,1.0,2.0,0.0,0.0,A Taylor,2.44,3.34,3.13,Premier League,2425,1.65018,2.64849
E0,2024-11-03,Tottenham,Aston Villa,4,1,H,6.0,4.0,14.0,14.0,2.0,0.0,0.0,0.0,C Pawson,1.99,4.04,3.59,Premier League,2425,2.09751,2.48749
E0,2024-11-03,Man United,Chelsea,1,1,D,4.0,8.0,19.0,14.0,6.0,2.0,0.0,0.0,R Jones,2.72,3.65,2.59,Premier League,2425,2.1605,1.21071
E0,2024-11-04,Fulham,Brentford,2,1,H,11.0,3.0,3.0,10.0,2.0,1.0,0.0,0.0,S Attwell,2.02,3.76,3.73,Premier League,2425,1.43017,0.739231
E0,2024-11-09,Brentford,Bournemouth,3,2,H,6.0,4.0,8.0,16.0,2.0,4.0,0.0,0.0,D Bond,2.64,3.53,2.74,Premier League,2425,1.56474,2.49234
E0,2024-11-09,Crystal Palace,Fulham,0,2,A,1.0,8.0,10.0,11.0,1.0,1.0,1.0,0.0,M Salisbury,3.37,3.3,2.34,Premier League,2425,1.96037,2.25331
E0,2024-11-09,West Ham,Everton,0,0,D,7.0,6.0,10.0,9.0,1.0,2.0,0.0,0.0,S Attwell,2.17,3.53,3.52,Premier League,2425,1.1237,0.865983
E0,2024-11-09,Wolves,Southampton,2,0,H,1.0,9.0,14.0,12.0,1.0,4.0,0.0,0.0,T Bramall,1.95,3.75,4.01,Premier League,2425,0.912781,0.792655
E0,2024-11-09,Brighton,Man City,2,1,H,0.0,4.0,12.0,10.0,3.0,3.0,0.0,0.0,S Barrott,4.1,4.15,1.83,Premier League,2425,2.87116,2.60334
E0,2024-11-09,Liverpool,Aston Villa,2,0,H,2.0,9.0,11.0,15.0,0.0,3.0,0.0,0.0,D Coote,1.47,4.9,7.0,Premier League,2425,2.68196,1.66337
E0,2024-11-10,Man United,Leicester,3,0,H,1.0,5.0,9.0,5.0,0.0,1.0,0.0,0.0,P Bankes,1.35,5.62,8.93,Premier League,2425,1.2369,0.417295
E0,2024-11-10,Nott'm Forest,Newcastle,1,3,A,4.0,5.0,13.0,6.0,1.0,1.0,0.0,0.0,A Taylor,2.81,3.3,2.72,Premier League,2425,1.17852,1.86904
E0,2024-11-10,Tottenham,Ipswich,1,2,A,12.0,2.0,10.0,19.0,1.0,5.0,0.0,0.0,D England,1.26,6.72,10.66,Premier League,2425,1.75088,2.18392
E0,2024-11-10,Chelsea,Arsenal,1,1,D,4.0,3.0,12.0,12.0,4.0,2.0,0.0,0.0,M Oliver,3.0,3.35,2.52,Premier League,2425,1.24067,1.9605
E0,2024-11-23,Leicester,Chelsea,1,2,A,2.0,9.0,15.0,12.0,4.0,3.0,0.0,0.0,A Madley,7.0,5.05,1.45,Premier League,2425,0.967987,2.81658
E0,2024-11-23,Arsenal,Nott'm Forest,3,0,H,8.0,1.0,10.0,1.0,3.0,2.0,0.0,0.0,S Hooper,1.41,4.8,8.86,Premier League,2425,1.66016,0.403136
E0,2024-11-23,Aston Villa,Crystal Palace,2,2,D,10.0,1.0,10.0,11.0,3.0,2.0,0.0,0.0,T Robinson,1.75,3.84,5.01,Premier League,2425,3.04455,1.61437
E0,2024-11-23,Bournemouth,Brighton,1,2,A,7.0,0.0,13.0,10.0,2.0,2.0,0.0,1.0,S Attwell,2.49,3.6,2.88,Premier League,2425,1.91157,1.23059
E0,2024-11-23,Everton,Brentford,0,0,D,10.0,4.0,8.0,10.0,0.0,0.0,0.0,1.0,C Kavanagh,2.38,3.42,3.18,Premier League,2425,1.5951,1.34314
E0,2024-11-23,Fulham,Wolves,1,4,A,7.0,2.0,14.0,14.0,3.0,0.0,0.0,0.0,R Jones,1.57,4.43,5.91,Premier League,2425,0.717158,1.33903
E0,2024-11-23,Man City,Tottenham,0,4,A,9.0,3.0,19.0,9.0,4.0,2.0,0.0,0.0,J Brooks,1.44,5.28,6.71,Premier League,2425,2.15899,3.30449
E0,2024-11-24,Southampton,Liverpool,2,3,A,3.0,10.0,11.0,9.0,3.0,4.0,0.0,0.0,S Barrott,10.0,5.95,1.31,Premier League,2425,1.53985,3.18835
E0,2024-11-24,Ipswich,Man United,1,1,D,4.0,3.0,11.0,10.0,0.0,0.0,0.0,0.0,A Taylor,5.15,4.16,1.68,Premier League,2425,1.98714,1.26912
E0,2024-11-25,Newcastle,West Ham,0,2,A,8.0,3.0,11.0,8.0,1.0,0.0,0.0,0.0,C Pawson,1.5,4.71,6.64,Premier League,2425,1.49781,0.942824
E0,2024-11-29,Brighton,Southampton,1,1,D,7.0,6.0,20.0,16.0,2.0,4.0,0.0,0.0,R Jones,1.38,5.68,7.25,Premier League,2425,1.86986,0.934969
E0,2024-11-30,Brentford,Leicester,4,1,H,5.0,4.0,9.0,10.0,1.0,1.0,0.0,0.0,M Oliver,1.63,4.36,5.38,Premier League,2425,2.21885,0.907555
