Date,liga,HomeTeam,AwayTeam,FTR,prob_casa_modelo,prob_empate_modelo,prob_fora_modelo,prob_casa_odds,prob_empate_odds,prob_fora_odds,prob_casa_prejogo,prob_empate_prejogo,prob_fora_prejogo,PSH,PSD,PSA,PSCH,PSCD,PSCA,data_corte_modelo
2023-05-04,Championship,Huddersfield,Sheffield United,H,0.23391544849216356,0.2659119344824147,0.5001726170254215,0.24384983825262682,0.31589638137272114,0.44025378037465207,0.31180561478047153,0.3168838821221731,0.37131050309735547,3.12,3.07,2.62,3.99,3.08,2.21,2023-05-04
2023-05-08,Championship,Preston,Sunderland,A,0.34852380043071524,0.2656413258937895,0.3858348736754952,0.28175719085384476,0.25314122615775114,0.4651015829884041,0.2456713795561154,0.24883724784936434,0.5054913725945201,3.93,3.88,1.91,3.45,3.84,2.09,2023-05-04
2023-05-08,Championship,Wigan,Rotherham,D,0.3680529891546929,0.29475095541477914,0.33719605543052805,0.34851572648074997,0.2731345159778911,0.3783497575413589,0.46285899643186873,0.26074805998452977,0.27639294358360156,2.09,3.71,3.5,2.79,3.56,2.57,2023-05-04
2023-05-08,Championship,Watford,Stoke,H,0.44042558086272116,0.28409477373229375,0.2754796454049854,0.37060894630002716,0.28252218225190473,0.3468688714480681,0.4070635629799027,0.2721379999697102,0.3207984370503869,2.38,3.56,3.02,2.63,3.45,2.81,2023-05-04
2023-05-08,Championship,Swansea,West Brom,H,0.39183441222814,0.266500561853271,0.3416650259185889,0.3224081189971265,0.26675959434830737,0.4108322866545662,0.30297768650210294,0.25367423095582897,0.44334808254206803,3.19,3.81,2.18,3.02,3.65,2.37,2023-05-04
2023-05-08,Championship,Norwich,Blackpool,A,0.5979414682418751,0.22297419713359945,0.1790843346245254,0.617209956870821,0.2040041331130924,0.17878591001608654,0.6305650227477871,0.208372458920975,0.16106251833123778,1.53,4.63,5.99,1.57,4.75,5.42,2023-05-04
2023-05-08,Championship,QPR,Bristol City,A,0.40188454072420426,0.25854443707745195,0.33957102219834356,0.3828837762792543,0.2770725902419675,0.34004363347877836,0.3964556037156416,0.2664880642055552,0.33705633207880326,2.44,3.63,2.87,2.54,3.51,2.86,2023-05-04
2023-05-08,Championship,Middlesbrough,Coventry,D,0.4853772651165162,0.25098423972683326,0.26363849515665067,0.4231974921630094,0.2773088979985531,0.2994936098384374,0.37386966966048013,0.26749238796150376,0.3586379423780161,2.59,3.62,2.7,2.3,3.51,3.25,2023-05-04
2023-05-08,Championship,Luton,Hull,D,0.5199350440945872,0.26683333411002524,0.21323162179538757,0.5222802012163076,0.261843982280952,0.21587581650274046,0.5852876911871814,0.23554260742898764,0.17916970138383104,1.65,4.1,5.39,1.86,3.71,4.5,2023-05-04
2023-05-08,Championship,Huddersfield,Reading,H,0.4831728669737383,0.252368365385795,0.2644587676404667,0.521747193783732,0.2601742038707082,0.21807860234555992,0.4735409832607297,0.26466400160325715,0.2617950151360132,2.04,3.65,3.69,1.86,3.73,4.45,2023-05-04
2023-05-08,Championship,Burnley,Cardiff,H,0.7182065603754778,0.18541625039027304,0.09637718923424915,0.7527979143890338,0.1586779917584728,0.08852409385249349,0.7340878124739315,0.17484636988015462,0.09106581764591386,1.31,5.5,10.56,1.29,6.12,10.97,2023-05-04
2023-05-08,Championship,Birmingham,Sheffield United,A,0.194827202059601,0.25524873560747574,0.5499240623329232,0.24163472974758818,0.25765825294039907,0.5007070173120126,0.24974645905054949,0.2669941426866372,0.4832593982628133,3.87,3.62,2.0,4.02,3.77,1.94,2023-05-04
2023-05-08,Championship,Millwall,Blackburn,A,0.4302788793638507,0.29540355905563853,0.2743175615805108,0.5111534364205701,0.25761048519869584,0.23123607838073407,0.5034361865301489,0.2537001254955081,0.24286368797434313,1.92,3.81,3.98,1.9,3.77,4.2,2023-05-04
2023-08-05,Championship,Watford,QPR,H,0.5538884549097697,0.2476695016731732,0.19844204341705732,0.5357651752636079,0.2579082359646623,0.20632658877172985,0.5160674747925261,0.26292868634415967,0.22100383886331415,1.88,3.69,4.39,1.81,3.76,4.7,2023-08-04
2023-08-05,Championship,Swansea,Birmingham,D,0.5545251993360308,0.2327019565895449,0.212772844074424,0.5042020350110119,0.2710612611619089,0.22473670382707917,0.511422479439537,0.26621992080414253,0.2223575997563204,1.9,3.65,4.37,1.93,3.59,4.33,2023-08-04
2023-08-05,Championship,Stoke,Rotherham,H,0.49442168581950974,0.27058302999918254,0.23499528418130772,0.5739568395648981,0.2487146304781225,0.17732852995697945,0.5882503650944121,0.242653275601445,0.16909635930414285,1.65,4.0,5.74,1.69,3.9,5.47,2023-08-04
2023-08-05,Championship,Middlesbrough,Millwall,A,0.4784877071639211,0.26051713542449,0.26099515741158896,0.45624379145704486,0.28666645303938215,0.25708975550357294,0.4746631396213938,0.27961478052409683,0.2457220798545094,2.05,3.48,3.96,2.13,3.39,3.78,2023-08-04
2023-08-05,Championship,Bristol City,Preston,D,0.436073806479676,0.26784185828104484,0.2960843352392789,0.45444807837872575,0.2827089789914166,0.2628429426298576,0.4566268532453809,0.28191744852540906,0.26145569822921,2.13,3.45,3.72,2.14,3.44,3.7,2023-08-04
2023-08-05,Championship,Blackburn,West Brom,H,0.3837514211739825,0.2822855216069442,0.3339630572190734,0.332517432649647,0.29703538953154446,0.37044717781880837,0.3329868759889547,0.30009928329868757,0.3669138407123577,2.92,3.24,2.65,2.93,3.28,2.63,2023-08-04
2023-08-05,Championship,Norwich,Hull,H,0.5342553986874535,0.253665532640992,0.21207906867155452,0.5374597235526755,0.25600055253430065,0.2065397239130239,0.5391460295956337,0.26158028390084653,0.19927368650351965,1.8,3.71,4.87,1.81,3.8,4.71,2023-08-04
2023-08-06,Championship,Leeds,Cardiff,D,0.6158888411836108,0.22700917023032965,0.15710198858605942,0.6495733530315906,0.2072514552499079,0.1431751917185015,0.6589219842537025,0.20349061278423167,0.13758740296206573,1.47,4.76,7.04,1.49,4.67,6.76,2023-08-04
2023-08-06,Championship,Sunderland,Ipswich,A,0.640196901681539,0.20805917702549706,0.15174392129296393,0.3212478221189745,0.27652866506264,0.4022235128183855,0.384744120496785,0.28970316215978154,0.32555271734343344,2.53,3.36,2.99,3.03,3.52,2.42,2023-08-04
2023-08-12,Championship,West Brom,Swansea,H,0.4637294706486251,0.25463176106149193,0.2816387682898829,0.4632545284043235,0.2694832436701051,0.26726222792557125,0.46320154005627123,0.2724714941507478,0.2643269657929809,2.1,3.57,3.68,2.1,3.61,3.64,2023-08-04
2023-08-12,Championship,Rotherham,Blackburn,D,0.33524718967671857,0.2836638533843048,0.3810889569389766,0.27918781725888325,0.27918781725888325,0.4416243654822335,0.31493910772314515,0.28622407143074075,0.39883682084611416,3.09,3.4,2.44,3.48,3.48,2.2,2023-08-04
2023-08-12,Championship,Preston,Sunderland,H,0.32210847645924345,0.2632860410314041,0.4146054825093525,0.3829699049022542,0.289507011443966,0.3275230836537797,0.34620753838994883,0.28529125597529503,0.36850120563475613,2.81,3.41,2.64,2.54,3.36,2.97,2023-08-04
2023-08-12,Championship,Millwall,Bristol City,A,0.4844971395993581,0.26564960358425765,0.24985325681638412,0.5036979723733018,0.2723073071934096,0.22399472043328855,0.5091681963095354,0.2657134576369433,0.2251183460535214,1.91,3.66,4.32,1.93,3.57,4.34,2023-08-04
2023-08-12,Championship,Hull,Sheffield Weds,H,0.43368694535193436,0.27521138041820936,0.29110167422985606,0.3942083601923935,0.29959835374621907,0.3061932860613874,0.41052096856126885,0.28448382909070385,0.30499520234802735,2.37,3.42,3.19,2.47,3.25,3.18,2023-08-04
2023-08-12,Championship,Coventry,Middlesbrough,H,0.38333409903264604,0.2631933141972054,0.35347258677014864,0.4038010492164868,0.28126026838489404,0.3149386823986192,0.3974458570968414,0.28224415938761205,0.32030998351554657,2.45,3.45,3.04,2.41,3.46,3.09,2023-08-04
2023-08-12,Championship,Ipswich,Stoke,H,0.28258826436226686,0.2808282772435925,0.43658345839414053,0.4629137037547292,0.2692849800235267,0.26780131622174413,0.449948132780083,0.26996887966804983,0.2800829875518672,2.16,3.6,3.47,2.1,3.61,3.63,2023-08-04
2023-08-12,Championship,Cardiff,QPR,A,0.4569325824419081,0.26689901492261586,0.27616840263547593,0.508425912753327,0.26678392674693807,0.22479016049973485,0.48604744073294104,0.27153488309102847,0.24241767617603044,2.0,3.58,4.01,1.91,3.64,4.32,2023-08-04
2023-08-12,Championship,Birmingham,Leeds,H,0.20583991608435143,0.24796539931839023,0.5461946845972582,0.2889018586693005,0.29503007991380087,0.41606806141689867,0.28395846501128663,0.271302934537246,0.4447386004514673,3.43,3.59,2.19,3.37,3.3,2.34,2023-08-04
2023-08-18,Championship,Leeds,West Brom,D,0.5232588928052324,0.25670341743404346,0.22003768976072377,0.46725797849945266,0.2714794958879502,0.2612625256125972,0.4503737780333525,0.27326049453709034,0.2763657274295573,2.16,3.56,3.52,2.08,3.58,3.72,2023-08-04
2023-08-19,Championship,Swansea,Coventry,D,0.412962919157577,0.2597290592501845,0.3273080215922386,0.42687944284874635,0.2772892107393566,0.2958313464118971,0.40069011030451585,0.2758291694164231,0.323480720279061,2.43,3.53,3.01,2.28,3.51,3.29,2023-08-04
2023-08-19,Championship,Sunderland,Rotherham,H,0.5733798006857432,0.23167996333491575,0.19494023597934082,0.6022250543665713,0.23590811132121164,0.16186683431221702,0.5850829834033193,0.23235352929414116,0.18256348730253946,1.66,4.18,5.32,1.61,4.11,5.99,2023-08-04
2023-08-19,Championship,QPR,Ipswich,A,0.48222450421840646,0.2620989893234973,0.25567650645809614,0.17993557542369684,0.24384216518375035,0.5762222593925529,0.21545407188748048,0.2676853620420212,0.5168605660704984,4.51,3.63,1.88,5.38,3.97,1.68,2023-08-04
2023-08-19,Championship,Middlesbrough,Huddersfield,D,0.5549121118368697,0.23299678180279043,0.21209110636033995,0.5430971097229278,0.2418268224885674,0.21507606778850463,0.5464458744830726,0.24256200912216191,0.21099211639476553,1.78,4.01,4.61,1.79,4.02,4.52,2023-08-04
2023-08-19,Championship,Stoke,Watford,H,0.3690070877881617,0.29159339538952217,0.339399516822316,0.419784145887607,0.28147376256047635,0.2987420915519166,0.43270441174851454,0.2758030953071268,0.29149249294435864,2.25,3.53,3.34,2.32,3.46,3.26,2023-08-04
2023-08-19,Championship,Bristol City,Birmingham,A,0.49054145882584926,0.2552164490144797,0.2542420921596711,0.4120958516466976,0.3001685832982118,0.2877355650550906,0.4247021147901723,0.29742135867568636,0.27787652653414124,2.29,3.27,3.5,2.36,3.24,3.38,2023-08-04
2023-08-19,Championship,Blackburn,Hull,A,0.4850819853093476,0.2687656480486843,0.24615236664196785,0.5159765817874021,0.25195739578190024,0.23206602243069763,0.5025986582673632,0.2572985173623371,0.24010282437029967,1.93,3.77,4.04,1.88,3.85,4.18,2023-08-04
2023-08-19,Championship,Sheffield Weds,Preston,A,0.3939196414165295,0.2799865733929908,0.32609378519047955,0.38127090301003347,0.3010033444816053,0.31772575250836116,0.3733481322187923,0.30075266206513823,0.3258992057160695,2.61,3.24,2.99,2.55,3.23,3.06,2023-08-04
2023-08-20,Championship,Norwich,Millwall,H,0.440596558411409,0.28074702758297587,0.2786564140056153,0.49066666666666664,0.26399999999999996,0.24533333333333332,0.45847563752276865,0.2730248178506376,0.26849954462659387,2.12,3.56,3.62,1.98,3.68,3.96,2023-08-04
2023-08-25,Championship,Hull,Bristol City,D,0.403142881536878,0.2703278863017642,0.3265292321613576,0.426541513250013,0.277861328631437,0.29559715811855,0.4037609657003862,0.2853559904216806,0.31088304387793314,2.41,3.41,3.13,2.28,3.5,3.29,2023-08-04
