Date,liga,HomeTeam,AwayTeam,FTR,prob_casa_modelo,prob_empate_modelo,prob_fora_modelo,prob_casa_odds,prob_empate_odds,prob_fora_odds,data_corte_modelo
2023-05-25,La Liga,Mallorca,Valencia,H,0.42074044421715695,0.2800890632927293,0.2991704924901138,0.31867567765765703,0.3294054984542111,0.35191882388813206,2023-05-25
2023-05-25,La Liga,Osasuna,Ath Bilbao,H,0.3108517780898967,0.2933957872885816,0.3957524346215217,0.3027955565917826,0.29637262054286595,0.4008318228653515,2023-05-25
2023-05-27,La Liga,Sevilla,Real Madrid,A,0.30994884550822566,0.24338782927670802,0.4466633252150664,0.3036393543744217,0.27310578801274804,0.42325485761283027,2023-05-25
2023-05-28,La Liga,Vallecano,Villarreal,H,0.3293566460497729,0.24623324699687243,0.4244101069533547,0.31580078824793983,0.25102113937656756,0.4331780723754927,2023-05-25
2023-05-28,La Liga,Valencia,Espanol,D,0.5097772486639581,0.23959967946041288,0.2506230718756287,0.45883804041873555,0.2784401783737626,0.2627217812075018,2023-05-25
2023-05-28,La Liga,Girona,Betis,A,0.46083545303375284,0.24345869304120987,0.29570585392503734,0.4889743555620617,0.27015157765859765,0.24087406677934078,2023-05-25
2023-05-28,La Liga,Getafe,Osasuna,H,0.43319592408809643,0.3074253765368555,0.2593786993750482,0.39442981931315063,0.3338518607155677,0.27171831997128154,2023-05-25
2023-05-28,La Liga,Cadiz,Celta,H,0.3624302455599394,0.2713182958628112,0.3662514585772493,0.3736102995374985,0.3252023205276566,0.301187379934845,2023-05-25
2023-05-28,La Liga,Barcelona,Mallorca,H,0.7337157515729852,0.17134488791416663,0.09493936051284803,0.7632943512797882,0.15870476610767875,0.0780008826125331,2023-05-25
2023-05-28,La Liga,Ath Madrid,Sociedad,H,0.4789515421269225,0.2596629107480428,0.2613855471250347,0.4180300206887445,0.31759423649729285,0.2643757428139627,2023-05-25
2023-05-28,La Liga,Ath Bilbao,Elche,A,0.68922933580663,0.19361119975519375,0.1171594644381762,0.6818264846537503,0.19638815582318975,0.1217853595230598,2023-05-25
2023-05-28,La Liga,Almeria,Valladolid,D,0.5012898085102869,0.228409256902633,0.2703009345870803,0.42351669919398416,0.2835720507646677,0.2929112500413483,2023-05-25
2023-06-04,La Liga,Valladolid,Getafe,D,0.35664582224203323,0.29317108542375164,0.3501830923342152,0.485845733688122,0.29179923945232555,0.22235502685955238,2023-05-25
2023-06-04,La Liga,Espanol,Almeria,D,0.5491284056809381,0.21540813429449776,0.23546346002456406,0.39979847074862196,0.25671270227016774,0.3434888269812104,2023-05-25
2023-06-04,La Liga,Elche,Cadiz,D,0.42388180090224786,0.25466701026864147,0.32145118882911056,0.3874166458481465,0.3038799315871399,0.3087034225647135,2023-05-25
2023-06-04,La Liga,Celta,Barcelona,H,0.23209372561457078,0.24480781522613687,0.5230984591592922,0.33954678224462576,0.272206498615105,0.3882467191402693,2023-05-25
2023-06-04,La Liga,Betis,Valencia,D,0.5282858901470265,0.23934874061786202,0.23236536923511153,0.3099140994345394,0.3129036245094707,0.3771822760559898,2023-05-25
2023-06-04,La Liga,Mallorca,Vallecano,H,0.434772718786201,0.28465440331414543,0.28057287789965357,0.30694275274056027,0.30694275274056027,0.3861144945188794,2023-05-25
2023-06-04,La Liga,Sociedad,Sevilla,H,0.5523484326881984,0.2428035700978326,0.20484799721396876,0.6174483618191979,0.22284917886348066,0.15970245931732135,2023-05-25
