Date,liga,HomeTeam,AwayTeam,selecao,prob_modelo,odd_prejogo,odd_fechamento,ev,clv,ganhou,retorno_papel
2023-12-12,Championship,Blackburn,Bristol City,fora,0.275346763416115,3.84,3.71,0.05733157151788171,0.006480820206467008,False,-1.0
2023-12-12,Championship,Huddersfield,Preston,casa,0.3881595615504097,2.78,2.82,0.07908358111013891,-0.040927999250480074,False,-1.0
2023-12-12,Championship,Rotherham,West Brom,casa,0.2472351306809963,5.51,6.17,0.36226557005228965,-0.13430013959634013,False,-1.0
2023-12-12,Championship,Stoke,Swansea,fora,0.3198673048071363,3.56,3.52,0.13872760511340543,-0.015952269251843454,False,-1.0
2023-12-12,Championship,Watford,Ipswich,casa,0.3896923125842109,3.03,2.96,0.180767707130159,-0.0030960692750600094,False,-1.0
2023-12-13,Championship,QPR,Plymouth,fora,0.4517585781735992,3.7,3.48,0.6715067392423171,0.034936076793939064,False,-1.0
2023-12-13,Championship,Norwich,Sheffield Weds,casa,0.6538607755938299,1.97,1.85,0.2881057279198449,0.0351142664130526,True,0.97
2023-12-13,Championship,Coventry,Southampton,casa,0.4236921434540635,2.75,2.65,0.1651533944986745,0.010831949713127287,False,-1.0
2023-12-13,Championship,Cardiff,Birmingham,fora,0.2462809126799991,4.45,4.13,0.09595006142599605,0.0464370546318289,True,3.45
2023-12-13,Championship,Leicester,Millwall,empate,0.2265130955275578,5.31,4.81,0.20278453725133194,0.06910424701511841,False,-1.0
2023-12-16,Championship,Sheffield Weds,QPR,fora,0.3819486100328086,3.32,3.58,0.26806938530892443,-0.09831042187661854,False,-1.0
2023-12-16,Championship,Swansea,Middlesbrough,casa,0.3898974876880089,3.24,3.34,0.26326786010914893,-0.05738849909584065,False,-1.0
2023-12-16,Championship,Southampton,Blackburn,fora,0.2886727346145154,5.1,5.13,0.47223094653402864,-0.03546028108235766,False,-1.0
2023-12-16,Championship,Leeds,Coventry,fora,0.1873039640526436,6.07,6.27,0.13693506179954662,-0.062419844502036304,False,-1.0
2023-12-16,Championship,Hull,Cardiff,fora,0.3200491536200667,4.4,5.13,0.4082162759282937,-0.16801728795245796,False,-1.0
2023-12-16,Championship,Ipswich,Norwich,fora,0.2419090066489494,5.63,6.03,0.36194770743358506,-0.09379043663020681,False,-1.0
2023-12-16,Championship,Millwall,Huddersfield,fora,0.2292727926645177,4.63,5.37,0.06153303003671695,-0.1630873031531619,False,-1.0
2023-12-17,Championship,West Brom,Stoke,fora,0.2541861960555072,4.88,4.65,0.240428636750875,0.020157450441050884,False,-1.0
2023-12-18,Championship,Birmingham,Leicester,fora,0.6706789365747805,1.61,1.51,0.07979308788539674,0.036097711177255576,True,0.6100000000000001
2023-12-22,Championship,Bristol City,Hull,casa,0.4136263964925184,2.88,2.93,0.19124402189845302,-0.04370192344845192,True,1.88
2023-12-23,Championship,Sheffield Weds,Cardiff,fora,0.4709813975923434,3.71,3.68,0.747340985067594,-0.019936862237967645,True,2.71
2023-12-23,Championship,Sunderland,Coventry,casa,0.5034149360115685,2.1,1.83,0.05717136562429381,0.11394584733378621,False,-1.0
2023-12-23,Championship,Stoke,Millwall,fora,0.3117855794975238,3.63,3.85,0.13178165357601124,-0.08325885975771663,False,-1.0
2023-12-23,Championship,Plymouth,Birmingham,casa,0.557052626728345,2.22,2.15,0.23665683133692594,0.004544564152791475,False,-1.0
2023-12-23,Championship,QPR,Southampton,casa,0.2899767035780894,4.9,4.85,0.42088584753263825,-0.018744441932323275,False,-1.0
