Date,liga,HomeTeam,AwayTeam,total_real,data_corte_modelo,prob_over_9.5,over_real_9.5,prob_over_10.5,over_real_10.5
2023-10-08,La Liga,Granada,Barcelona,12.0,2023-09-15,0.3728261854606556,1.0,0.2737587285826415,1.0
2023-10-20,La Liga,Osasuna,Granada,8.0,2023-10-20,0.4107543408547179,0.0,0.30826465946145304,0.0
2023-10-21,La Liga,Celta,Ath Madrid,12.0,2023-10-20,0.44948310268980346,1.0,0.3444452129366974,1.0
2023-10-21,La Liga,Sevilla,Real Madrid,10.0,2023-10-20,0.453183075991144,1.0,0.3476986001634549,0.0
2023-10-21,La Liga,Sociedad,Mallorca,7.0,2023-10-20,0.32454473591904,0.0,0.23169201625462826,0.0
2023-10-21,La Liga,Getafe,Betis,12.0,2023-10-20,0.33351551033668486,1.0,0.23865796881981682,1.0
2023-10-22,La Liga,Las Palmas,Vallecano,15.0,2023-10-20,0.5040113710777664,1.0,0.39702246797077967,1.0
2023-10-22,La Liga,Girona,Almeria,15.0,2023-10-20,0.4070329430907939,1.0,0.30492742857554855,1.0
2023-10-22,La Liga,Villarreal,Alaves,12.0,2023-10-20,0.4947528822750614,1.0,0.3887645891609943,1.0
2023-10-22,La Liga,Barcelona,Ath Bilbao,11.0,2023-10-20,0.4697533561225274,1.0,0.3642103131783543,1.0
2023-10-23,La Liga,Valencia,Cadiz,10.0,2023-10-20,0.49455698200132603,1.0,0.3884364603197941,0.0
2023-10-27,La Liga,Girona,Celta,11.0,2023-10-20,0.33213936609157113,1.0,0.23737006366459035,1.0
2023-10-28,La Liga,Almeria,Las Palmas,5.0,2023-10-20,0.5274661538478417,0.0,0.420582023500172,0.0
2023-10-28,La Liga,Barcelona,Real Madrid,9.0,2023-10-20,0.43904811349471345,0.0,0.33482242399640477,0.0
2023-10-28,La Liga,Mallorca,Getafe,11.0,2023-10-20,0.23710598526669308,1.0,0.1582067192425788,1.0
2023-10-28,La Liga,Cadiz,Sevilla,6.0,2023-10-20,0.4202482837024848,0.0,0.31668705251365087,0.0
2023-10-29,La Liga,Ath Bilbao,Valencia,14.0,2023-10-20,0.5680015416991963,1.0,0.4626374291779768,1.0
2023-10-29,La Liga,Ath Madrid,Alaves,8.0,2023-10-20,0.4361005542068651,0.0,0.332409980366741,0.0
2023-10-29,La Liga,Vallecano,Sociedad,9.0,2023-10-20,0.3662095632484595,0.0,0.26745044417649666,0.0
2023-10-29,La Liga,Betis,Osasuna,9.0,2023-10-20,0.46478471898868234,0.0,0.3588778298512316,0.0
2023-10-30,La Liga,Granada,Villarreal,5.0,2023-10-20,0.50963053133218,0.0,0.40253153813655324,0.0
2023-11-03,La Liga,Las Palmas,Ath Madrid,7.0,2023-10-20,0.5128212963463599,0.0,0.4057881754771137,0.0
2023-11-04,La Liga,Osasuna,Girona,9.0,2023-10-20,0.3430869513614625,0.0,0.24725215376491533,0.0
2023-11-04,La Liga,Betis,Mallorca,7.0,2023-10-20,0.4280315961752194,0.0,0.32418662553403393,0.0
2023-11-04,La Liga,Celta,Sevilla,10.0,2023-10-20,0.4158241477409083,1.0,0.31274318104970195,0.0
2023-11-04,La Liga,Sociedad,Barcelona,11.0,2023-10-20,0.3156784496902034,1.0,0.2232541515145275,1.0
2023-11-05,La Liga,Alaves,Almeria,18.0,2023-10-20,0.42163155104796435,1.0,0.31835108299122544,1.0
2023-11-05,La Liga,Valencia,Granada,4.0,2023-10-20,0.49640649358235156,0.0,0.3903232928456617,0.0
2023-11-05,La Liga,Villarreal,Ath Bilbao,12.0,2023-10-20,0.5723187181652625,1.0,0.4660223070262079,1.0
2023-11-05,La Liga,Real Madrid,Vallecano,12.0,2023-10-20,0.5337699789407785,1.0,0.4280586613090758,1.0
2023-11-06,La Liga,Getafe,Cadiz,9.0,2023-10-20,0.27637791138283363,0.0,0.19006686314478108,0.0
2023-11-10,La Liga,Ath Bilbao,Celta,9.0,2023-10-20,0.49658786705953456,0.0,0.3906192564337375,0.0
2023-11-11,La Liga,Real Madrid,Valencia,8.0,2023-10-20,0.5471805620150814,0.0,0.44145567022595544,0.0
2023-11-11,La Liga,Osasuna,Las Palmas,11.0,2023-10-20,0.4884723317279707,1.0,0.382568610394218,1.0
2023-11-11,La Liga,Almeria,Sociedad,10.0,2023-10-20,0.38378020611486174,1.0,0.2833465219978447,0.0
2023-11-11,La Liga,Vallecano,Girona,11.0,2023-10-20,0.3984393733177658,1.0,0.2971537936558049,1.0
2023-11-11,La Liga,Granada,Getafe,8.0,2023-10-20,0.2824474572124147,0.0,0.195267293217873,0.0
2023-11-12,La Liga,Barcelona,Alaves,3.0,2023-10-20,0.47638134943908617,0.0,0.3730257731641032,0.0
2023-11-12,La Liga,Sevilla,Betis,14.0,2023-10-20,0.5255771852421025,1.0,0.4193980284070941,1.0
2023-11-12,La Liga,Ath Madrid,Villarreal,9.0,2023-10-20,0.5604298601143706,0.0,0.4539856393991296,0.0
2023-11-24,La Liga,Alaves,Granada,8.0,2023-11-24,0.34020847868603626,0.0,0.24444418639642482,0.0
2023-11-25,La Liga,Vallecano,Barcelona,5.0,2023-11-24,0.44893605966524336,0.0,0.3439004883914503,0.0
2023-11-25,La Liga,Valencia,Celta,12.0,2023-11-24,0.4589980326898211,1.0,0.3533516986491134,1.0
2023-11-25,La Liga,Getafe,Almeria,9.0,2023-11-24,0.3711196373235588,0.0,0.2720812016774836,0.0
2023-11-25,La Liga,Ath Madrid,Mallorca,10.0,2023-11-24,0.4167754131988201,1.0,0.3141206365636668,0.0
2023-11-26,La Liga,Cadiz,Real Madrid,8.0,2023-11-24,0.44794960581350185,0.0,0.34306055494376686,0.0
2023-11-26,La Liga,Villarreal,Osasuna,6.0,2023-11-24,0.5142543873180525,0.0,0.4077597515139352,0.0
2023-11-26,La Liga,Sociedad,Sevilla,8.0,2023-11-24,0.35906384443171996,0.0,0.2611865227053922,0.0
2023-11-26,La Liga,Betis,Las Palmas,13.0,2023-11-24,0.55655383510776,1.0,0.45030085449062096,1.0
2023-11-27,La Liga,Girona,Ath Bilbao,8.0,2023-11-24,0.4493588340618301,0.0,0.3441801954511485,0.0
2023-11-29,La Liga,Mallorca,Cadiz,7.0,2023-11-24,0.3560741110705894,0.0,0.258509391321216,0.0
2023-12-01,La Liga,Las Palmas,Getafe,8.0,2023-11-24,0.3331087155525868,0.0,0.23826914515794156,0.0
2023-12-02,La Liga,Girona,Valencia,5.0,2023-11-24,0.42219033378376514,0.0,0.318479264702112,0.0
2023-12-02,La Liga,Ath Bilbao,Vallecano,9.0,2023-11-24,0.5881231157796567,0.0,0.48380879090763607,0.0
2023-12-02,La Liga,Real Madrid,Granada,6.0,2023-11-24,0.48441082533841984,0.0,0.37964659463844513,0.0
2023-12-02,La Liga,Osasuna,Sociedad,9.0,2023-11-24,0.324594987703526,0.0,0.2307774127591017,0.0
2023-12-03,La Liga,Mallorca,Alaves,9.0,2023-11-24,0.3269675428387798,0.0,0.23302864562583772,0.0
2023-12-03,La Liga,Almeria,Betis,10.0,2023-11-24,0.5653002899722201,1.0,0.45869257398237184,0.0
2023-12-03,La Liga,Sevilla,Villarreal,12.0,2023-11-24,0.5284766390775277,1.0,0.42160791626500044,1.0
2023-12-03,La Liga,Barcelona,Ath Madrid,9.0,2023-11-24,0.4894921341494176,0.0,0.38432257343400583,0.0
2023-12-04,La Liga,Celta,Cadiz,13.0,2023-11-24,0.43046872820493903,1.0,0.3268697469264442,1.0
2023-12-08,La Liga,Getafe,Valencia,7.0,2023-11-24,0.32642916535329947,0.0,0.23236314282305773,0.0
2023-12-09,La Liga,Mallorca,Sevilla,16.0,2023-11-24,0.3658107057039349,1.0,0.26699948020925135,1.0
2023-12-09,La Liga,Villarreal,Sociedad,8.0,2023-11-24,0.4313179349432883,0.0,0.3270604051798031,0.0
2023-12-09,La Liga,Alaves,Las Palmas,15.0,2023-11-24,0.43541418447821617,1.0,0.33124536280441286,1.0
2023-12-09,La Liga,Betis,Real Madrid,14.0,2023-11-24,0.527943536093519,1.0,0.4210900100911984,1.0
2023-12-10,La Liga,Ath Madrid,Almeria,18.0,2023-11-24,0.5767327480374329,1.0,0.47183319348908964,1.0
2023-12-10,La Liga,Cadiz,Osasuna,6.0,2023-11-24,0.3945706445029252,0.0,0.29311718164269635,0.0
2023-12-10,La Liga,Barcelona,Girona,11.0,2023-11-24,0.4533288362032711,1.0,0.3500259218746586,1.0
2023-12-11,La Liga,Granada,Ath Bilbao,9.0,2023-11-24,0.44714960870222903,0.0,0.3421084197005531,0.0
2023-12-11,La Liga,Vallecano,Celta,9.0,2023-11-24,0.4625865820439817,0.0,0.3567155649540812,0.0
2023-12-15,La Liga,Osasuna,Vallecano,10.0,2023-11-24,0.44739836837104896,1.0,0.3421853578069274,0.0
2023-12-16,La Liga,Sevilla,Getafe,6.0,2023-11-24,0.3463502059503907,0.0,0.2508347182510213,0.0
2023-12-16,La Liga,Celta,Granada,8.0,2023-11-24,0.39314462029079467,0.0,0.2921897101372531,0.0
2023-12-16,La Liga,Ath Bilbao,Ath Madrid,10.0,2023-11-24,0.5574131896688821,1.0,0.45174387290177864,0.0
2023-12-16,La Liga,Valencia,Barcelona,10.0,2023-11-24,0.4384119388341257,1.0,0.33384416120881205,0.0
2023-12-17,La Liga,Real Madrid,Villarreal,11.0,2023-11-24,0.582044459500919,1.0,0.4772872003389257,1.0
2023-12-17,La Liga,Las Palmas,Cadiz,10.0,2023-11-24,0.45224625687232256,1.0,0.3467754501808969,0.0
2023-12-17,La Liga,Almeria,Mallorca,8.0,2023-11-24,0.4306166577907709,0.0,0.3263297525695095,0.0
2023-12-17,La Liga,Sociedad,Betis,10.0,2023-11-24,0.4487149623503821,1.0,0.34428626255841105,0.0
2023-12-18,La Liga,Girona,Alaves,5.0,2023-11-24,0.3543526724007944,0.0,0.2571509583446913,0.0
2023-12-19,La Liga,Granada,Sevilla,10.0,2023-11-24,0.38473737054894674,1.0,0.2840161038421876,0.0
2023-12-19,La Liga,Vallecano,Valencia,9.0,2023-11-24,0.5124548679289488,0.0,0.4054022310869717,0.0
