Date,liga,HomeTeam,AwayTeam,FTR,prob_casa_modelo,prob_empate_modelo,prob_fora_modelo,prob_casa_odds,prob_empate_odds,prob_fora_odds,data_corte_modelo
2023-05-25,La Liga,Mallorca,Valencia,H,0.35823144896159087,0.28655309719723204,0.35521545384117686,0.31867567765765703,0.3294054984542111,0.35191882388813206,2023-05-25
2023-05-25,La Liga,Osasuna,Ath Bilbao,H,0.32762938835684907,0.30927754394301843,0.3630930677001325,0.3027955565917826,0.29637262054286595,0.4008318228653515,2023-05-25
2023-05-27,La Liga,Sevilla,Real Madrid,A,0.28032746517394597,0.25669037790975097,0.4629821569163034,0.3036393543744217,0.27310578801274804,0.42325485761283027,2023-05-25
2023-05-28,La Liga,Vallecano,Villarreal,H,0.2748280597032842,0.2520179298578645,0.47315401043885136,0.31580078824793983,0.25102113937656756,0.4331780723754927,2023-05-25
2023-05-28,La Liga,Valencia,Espanol,D,0.5355706186809078,0.23560449482990742,0.22882488648918478,0.45883804041873555,0.2784401783737626,0.2627217812075018,2023-05-25
2023-05-28,La Liga,Girona,Betis,A,0.4664367309334586,0.24094884343811107,0.2926144256284303,0.4889743555620617,0.27015157765859765,0.24087406677934078,2023-05-25
2023-05-28,La Liga,Getafe,Osasuna,H,0.4127332220565292,0.33217844943416885,0.25508832850930185,0.39442981931315063,0.3338518607155677,0.27171831997128154,2023-05-25
2023-05-28,La Liga,Cadiz,Celta,H,0.3419063825818323,0.29080626318057423,0.36728735423759357,0.3736102995374985,0.3252023205276566,0.301187379934845,2023-05-25
2023-05-28,La Liga,Barcelona,Mallorca,H,0.7867616859624048,0.14752759129268403,0.06571072274491105,0.7632943512797882,0.15870476610767875,0.0780008826125331,2023-05-25
2023-05-28,La Liga,Ath Madrid,Sociedad,H,0.5513726754455295,0.25665514079339286,0.19197218376107789,0.4180300206887445,0.31759423649729285,0.2643757428139627,2023-05-25
2023-05-28,La Liga,Ath Bilbao,Elche,A,0.6279572084418723,0.22929535704352735,0.1427474345146004,0.6818264846537503,0.19638815582318975,0.1217853595230598,2023-05-25
2023-05-28,La Liga,Almeria,Valladolid,D,0.5884148254138157,0.20997419210795504,0.20161098247822937,0.42351669919398416,0.2835720507646677,0.2929112500413483,2023-05-25
2023-06-04,La Liga,Valladolid,Getafe,D,0.327648412141817,0.3142364642854633,0.35811512357271974,0.485845733688122,0.29179923945232555,0.22235502685955238,2023-05-25
2023-06-04,La Liga,Espanol,Almeria,D,0.46632224530200683,0.22112332115540856,0.31255443354258466,0.39979847074862196,0.25671270227016774,0.3434888269812104,2023-05-25
2023-06-04,La Liga,Elche,Cadiz,D,0.3983204230532087,0.29839529551135124,0.30328428143544,0.3874166458481465,0.3038799315871399,0.3087034225647135,2023-05-25
2023-06-04,La Liga,Celta,Barcelona,H,0.18482731812421005,0.23307960591325447,0.5820930759625356,0.33954678224462576,0.272206498615105,0.3882467191402693,2023-05-25
2023-06-04,La Liga,Betis,Valencia,D,0.5043772987971736,0.2577828138842438,0.2378398873185827,0.3099140994345394,0.3129036245094707,0.3771822760559898,2023-05-25
